Force: -0.7600691787035517
Flowrate: 0.013941223012651077
Power: 0.25693674012315937
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.030750	    0.541545	    -34.5146	
    0.030775	    0.541490	    -34.5419	
    0.030800	    0.541436	    -34.5692	
    0.030825	    0.541382	    -34.5966	
    0.030850	    0.541327	    -34.6239	
    0.030875	    0.541273	    -34.6512	
    0.030900	    0.541219	    -34.6785	
    0.030925	    0.541164	    -34.7059	
    0.030950	    0.541109	    -34.7332	
    0.030975	    0.541055	    -34.7605	
    0.031000	    0.541000	    -34.7878	
    0.031025	    0.540946	    -34.8152	
    0.031050	    0.540891	    -34.8425	
    0.031075	    0.540836	    -34.8698	
    0.031100	    0.540781	    -34.8971	
    0.031125	    0.540726	    -34.9244	
    0.031150	    0.540671	    -34.9517	
    0.031175	    0.540616	    -34.9790	
    0.031200	    0.540561	    -35.0063	
    0.031225	    0.540506	    -35.0336	
    0.031250	    0.540451	    -35.0609	
    0.031275	    0.540396	    -35.0882	
    0.031300	    0.540341	    -35.1155	
    0.031325	    0.540286	    -35.1428	
    0.031350	    0.540230	    -35.1701	
    0.031375	    0.540175	    -35.1974	
    0.031400	    0.540120	    -35.2247	
    0.031425	    0.540064	    -35.2520	
    0.031450	    0.540009	    -35.2793	
    0.031475	    0.539953	    -35.3066	
    0.031500	    0.539898	    -35.3339	
    0.031525	    0.539842	    -35.3612	
    0.031550	    0.539787	    -35.3884	
    0.031575	    0.539731	    -35.4157	
    0.031600	    0.539675	    -35.4430	
    0.031625	    0.539619	    -35.4703	
    0.031650	    0.539563	    -35.4976	
    0.031675	    0.539508	    -35.5248	
    0.031700	    0.539452	    -35.5521	
    0.031725	    0.539396	    -35.5794	
    0.031750	    0.539340	    -35.6066	
    0.031775	    0.539284	    -35.6339	
    0.031800	    0.539228	    -35.6612	
    0.031825	    0.539171	    -35.6884	
    0.031850	    0.539115	    -35.7157	
    0.031875	    0.539059	    -35.7430	
    0.031900	    0.539003	    -35.7702	
    0.031925	    0.538946	    -35.7975	
    0.031950	    0.538890	    -35.8247	
    0.031975	    0.538834	    -35.8520	
    0.032000	    0.538777	    -35.8792	
    0.032025	    0.538721	    -35.9065	
    0.032050	    0.538664	    -35.9337	
    0.032075	    0.538607	    -35.9610	
    0.032100	    0.538551	    -35.9882	
    0.032125	    0.538494	    -36.0155	
    0.032150	    0.538437	    -36.0427	
    0.032175	    0.538381	    -36.0700	
    0.032200	    0.538324	    -36.0972	
    0.032225	    0.538267	    -36.1244	
    0.032250	    0.538210	    -36.1517	
    0.032275	    0.538153	    -36.1789	
    0.032300	    0.538096	    -36.2061	
    0.032325	    0.538039	    -36.2334	
    0.032350	    0.537982	    -36.2606	
    0.032375	    0.537925	    -36.2878	
    0.032400	    0.537868	    -36.3150	
    0.032425	    0.537810	    -36.3423	
    0.032450	    0.537753	    -36.3695	
    0.032475	    0.537696	    -36.3967	
    0.032500	    0.537638	    -36.4239	
    0.032525	    0.537581	    -36.4511	
    0.032550	    0.537523	    -36.4784	
    0.032575	    0.537466	    -36.5056	
    0.032600	    0.537408	    -36.5328	
    0.032625	    0.537351	    -36.5600	
    0.032650	    0.537293	    -36.5872	
    0.032675	    0.537235	    -36.6144	
    0.032700	    0.537178	    -36.6416	
    0.032725	    0.537120	    -36.6688	
    0.032750	    0.537062	    -36.6960	
    0.032775	    0.537004	    -36.7232	
    0.032800	    0.536946	    -36.7504	
    0.032825	    0.536888	    -36.7776	
    0.032850	    0.536830	    -36.8048	
    0.032875	    0.536772	    -36.8320	
    0.032900	    0.536714	    -36.8592	
    0.032925	    0.536656	    -36.8864	
    0.032950	    0.536598	    -36.9136	
    0.032975	    0.536540	    -36.9407	
    0.033000	    0.536481	    -36.9679	
    0.033025	    0.536423	    -36.9951	
    0.033050	    0.536365	    -37.0223	
    0.033075	    0.536306	    -37.0495	
    0.033100	    0.536248	    -37.0766	
    0.033125	    0.536189	    -37.1038	
    0.033150	    0.536131	    -37.1310	
    0.033175	    0.536072	    -37.1582	
    0.033200	    0.536013	    -37.1853	
    0.033225	    0.535955	    -37.2125	
    0.033250	    0.535896	    -37.2397	
    0.033275	    0.535837	    -37.2668	
    0.033300	    0.535778	    -37.2940	
    0.033325	    0.535720	    -37.3212	
    0.033350	    0.535661	    -37.3483	
    0.033375	    0.535602	    -37.3755	
    0.033400	    0.535543	    -37.4026	
    0.033425	    0.535484	    -37.4298	
    0.033450	    0.535424	    -37.4569	
    0.033475	    0.535365	    -37.4841	
    0.033500	    0.535306	    -37.5112	
    0.033525	    0.535247	    -37.5384	
    0.033550	    0.535188	    -37.5655	
    0.033575	    0.535128	    -37.5927	
    0.033600	    0.535069	    -37.6198	
    0.033625	    0.535010	    -37.6469	
    0.033650	    0.534950	    -37.6741	
    0.033675	    0.534891	    -37.7012	
    0.033700	    0.534831	    -37.7284	
    0.033725	    0.534771	    -37.7555	
    0.033750	    0.534712	    -37.7826	
    0.033775	    0.534652	    -37.8097	
    0.033800	    0.534592	    -37.8369	
    0.033825	    0.534532	    -37.8640	
    0.033850	    0.534473	    -37.8911	
    0.033875	    0.534413	    -37.9182	
    0.033900	    0.534353	    -37.9454	
    0.033925	    0.534293	    -37.9725	
    0.033950	    0.534233	    -37.9996	
    0.033975	    0.534173	    -38.0267	
    0.034000	    0.534113	    -38.0538	
    0.034025	    0.534053	    -38.0809	
    0.034050	    0.533992	    -38.1081	
    0.034075	    0.533932	    -38.1352	
    0.034100	    0.533872	    -38.1623	
    0.034125	    0.533811	    -38.1894	
    0.034150	    0.533751	    -38.2165	
    0.034175	    0.533691	    -38.2436	
    0.034200	    0.533630	    -38.2707	
    0.034225	    0.533570	    -38.2978	
    0.034250	    0.533509	    -38.3249	
    0.034275	    0.533449	    -38.3520	
    0.034300	    0.533388	    -38.3791	
    0.034325	    0.533327	    -38.4061	
    0.034350	    0.533266	    -38.4332	
    0.034375	    0.533206	    -38.4603	
    0.034400	    0.533145	    -38.4874	
    0.034425	    0.533084	    -38.5145	
    0.034450	    0.533023	    -38.5416	
    0.034475	    0.532962	    -38.5687	
    0.034500	    0.532901	    -38.5957	
    0.034525	    0.532840	    -38.6228	
    0.034550	    0.532779	    -38.6499	
    0.034575	    0.532718	    -38.6770	
    0.034600	    0.532656	    -38.7040	
    0.034625	    0.532595	    -38.7311	
    0.034650	    0.532534	    -38.7582	
    0.034675	    0.532473	    -38.7852	
    0.034700	    0.532411	    -38.8123	
    0.034725	    0.532350	    -38.8393	
    0.034750	    0.532288	    -38.8664	
    0.034775	    0.532227	    -38.8935	
    0.034800	    0.532165	    -38.9205	
    0.034825	    0.532104	    -38.9476	
    0.034850	    0.532042	    -38.9746	
    0.034875	    0.531980	    -39.0017	
    0.034900	    0.531918	    -39.0287	
    0.034925	    0.531857	    -39.0558	
    0.034950	    0.531795	    -39.0828	
    0.034975	    0.531733	    -39.1099	
    0.035000	    0.531671	    -39.1369	
    0.035025	    0.531609	    -39.1640	
    0.035050	    0.531547	    -39.1910	
    0.035075	    0.531485	    -39.2180	
    0.035100	    0.531423	    -39.2451	
    0.035125	    0.531361	    -39.2721	
    0.035150	    0.531298	    -39.2991	
    0.035175	    0.531236	    -39.3262	
    0.035200	    0.531174	    -39.3532	
    0.035225	    0.531112	    -39.3802	
    0.035250	    0.531049	    -39.4072	
    0.035275	    0.530987	    -39.4343	
    0.035300	    0.530924	    -39.4613	
    0.035325	    0.530862	    -39.4883	
    0.035350	    0.530799	    -39.5153	
    0.035375	    0.530736	    -39.5423	
    0.035400	    0.530674	    -39.5693	
    0.035425	    0.530611	    -39.5963	
    0.035450	    0.530548	    -39.6234	
    0.035475	    0.530486	    -39.6504	
    0.035500	    0.530423	    -39.6774	
    0.035525	    0.530360	    -39.7044	
    0.035550	    0.530297	    -39.7314	
    0.035575	    0.530234	    -39.7584	
    0.035600	    0.530171	    -39.7854	
    0.035625	    0.530108	    -39.8124	
    0.035650	    0.530045	    -39.8394	
    0.035675	    0.529981	    -39.8664	
    0.035700	    0.529918	    -39.8934	
    0.035725	    0.529855	    -39.9203	
    0.035750	    0.529792	    -39.9473	
    0.035775	    0.529728	    -39.9743	
    0.035800	    0.529665	    -40.0013	
    0.035825	    0.529601	    -40.0283	
    0.035850	    0.529538	    -40.0553	
    0.035875	    0.529474	    -40.0822	
    0.035900	    0.529411	    -40.1092	
    0.035925	    0.529347	    -40.1362	
    0.035950	    0.529283	    -40.1632	
    0.035975	    0.529220	    -40.1901	
    0.036000	    0.529156	    -40.2171	
    0.036025	    0.529092	    -40.2441	
    0.036050	    0.529028	    -40.2710	
    0.036075	    0.528964	    -40.2980	
    0.036100	    0.528900	    -40.3250	
    0.036125	    0.528836	    -40.3519	
    0.036150	    0.528772	    -40.3789	
    0.036175	    0.528708	    -40.4058	
    0.036200	    0.528644	    -40.4328	
    0.036225	    0.528580	    -40.4598	
    0.036250	    0.528516	    -40.4867	
    0.036275	    0.528452	    -40.5137	
    0.036300	    0.528387	    -40.5406	
    0.036325	    0.528323	    -40.5675	
    0.036350	    0.528258	    -40.5945	
    0.036375	    0.528194	    -40.6214	
    0.036400	    0.528129	    -40.6484	
    0.036425	    0.528065	    -40.6753	
    0.036450	    0.528000	    -40.7022	
    0.036475	    0.527936	    -40.7292	
    0.036500	    0.527871	    -40.7561	
    0.036525	    0.527806	    -40.7830	
    0.036550	    0.527741	    -40.8100	
    0.036575	    0.527677	    -40.8369	
    0.036600	    0.527612	    -40.8638	
    0.036625	    0.527547	    -40.8907	
    0.036650	    0.527482	    -40.9177	
    0.036675	    0.527417	    -40.9446	
    0.036700	    0.527352	    -40.9715	
    0.036725	    0.527287	    -40.9984	
    0.036750	    0.527222	    -41.0253	
    0.036775	    0.527156	    -41.0523	
    0.036800	    0.527091	    -41.0792	
    0.036825	    0.527026	    -41.1061	
    0.036850	    0.526960	    -41.1330	
    0.036875	    0.526895	    -41.1599	
    0.036900	    0.526830	    -41.1868	
    0.036925	    0.526764	    -41.2137	
    0.036950	    0.526699	    -41.2406	
    0.036975	    0.526633	    -41.2675	
    0.037000	    0.526568	    -41.2944	
    0.037025	    0.526502	    -41.3213	
    0.037050	    0.526436	    -41.3482	
    0.037075	    0.526370	    -41.3751	
    0.037100	    0.526305	    -41.4019	
    0.037125	    0.526239	    -41.4288	
    0.037150	    0.526173	    -41.4557	
    0.037175	    0.526107	    -41.4826	
    0.037200	    0.526041	    -41.5095	
    0.037225	    0.525975	    -41.5364	
    0.037250	    0.525909	    -41.5632	
    0.037275	    0.525843	    -41.5901	
    0.037300	    0.525777	    -41.6170	
    0.037325	    0.525710	    -41.6439	
    0.037350	    0.525644	    -41.6707	
    0.037375	    0.525578	    -41.6976	
    0.037400	    0.525512	    -41.7245	
    0.037425	    0.525445	    -41.7513	
    0.037450	    0.525379	    -41.7782	
    0.037475	    0.525312	    -41.8050	
    0.037500	    0.525246	    -41.8319	
    0.037525	    0.525179	    -41.8588	
    0.037550	    0.525112	    -41.8856	
    0.037575	    0.525046	    -41.9125	
    0.037600	    0.524979	    -41.9393	
    0.037625	    0.524912	    -41.9662	
    0.037650	    0.524846	    -41.9930	
    0.037675	    0.524779	    -42.0199	
    0.037700	    0.524712	    -42.0467	
    0.037725	    0.524645	    -42.0735	
    0.037750	    0.524578	    -42.1004	
    0.037775	    0.524511	    -42.1272	
    0.037800	    0.524444	    -42.1541	
    0.037825	    0.524377	    -42.1809	
    0.037850	    0.524309	    -42.2077	
    0.037875	    0.524242	    -42.2346	
    0.037900	    0.524175	    -42.2614	
    0.037925	    0.524108	    -42.2882	
    0.037950	    0.524040	    -42.3150	
    0.037975	    0.523973	    -42.3419	
    0.038000	    0.523905	    -42.3687	
    0.038025	    0.523838	    -42.3955	
    0.038050	    0.523770	    -42.4223	
    0.038075	    0.523703	    -42.4491	
    0.038100	    0.523635	    -42.4759	
    0.038125	    0.523567	    -42.5028	
    0.038150	    0.523500	    -42.5296	
    0.038175	    0.523432	    -42.5564	
    0.038200	    0.523364	    -42.5832	
    0.038225	    0.523296	    -42.6100	
    0.038250	    0.523228	    -42.6368	
    0.038275	    0.523160	    -42.6636	
    0.038300	    0.523092	    -42.6904	
    0.038325	    0.523024	    -42.7172	
    0.038350	    0.522956	    -42.7440	
    0.038375	    0.522888	    -42.7708	
    0.038400	    0.522820	    -42.7976	
    0.038425	    0.522752	    -42.8243	
    0.038450	    0.522683	    -42.8511	
    0.038475	    0.522615	    -42.8779	
    0.038500	    0.522547	    -42.9047	
    0.038525	    0.522478	    -42.9315	
    0.038550	    0.522410	    -42.9583	
    0.038575	    0.522341	    -42.9850	
    0.038600	    0.522273	    -43.0118	
    0.038625	    0.522204	    -43.0386	
    0.038650	    0.522135	    -43.0654	
    0.038675	    0.522067	    -43.0921	
    0.038700	    0.521998	    -43.1189	
    0.038725	    0.521929	    -43.1457	
    0.038750	    0.521860	    -43.1724	
    0.038775	    0.521791	    -43.1992	
    0.038800	    0.521722	    -43.2259	
    0.038825	    0.521653	    -43.2527	
    0.038850	    0.521584	    -43.2795	
    0.038875	    0.521515	    -43.3062	
    0.038900	    0.521446	    -43.3330	
    0.038925	    0.521377	    -43.3597	
    0.038950	    0.521308	    -43.3865	
    0.038975	    0.521239	    -43.4132	
    0.039000	    0.521169	    -43.4400	
    0.039025	    0.521100	    -43.4667	
    0.039050	    0.521031	    -43.4934	
    0.039075	    0.520961	    -43.5202	
    0.039100	    0.520892	    -43.5469	
    0.039125	    0.520822	    -43.5737	
    0.039150	    0.520752	    -43.6004	
    0.039175	    0.520683	    -43.6271	
    0.039200	    0.520613	    -43.6539	
    0.039225	    0.520543	    -43.6806	
    0.039250	    0.520474	    -43.7073	
    0.039275	    0.520404	    -43.7340	
    0.039300	    0.520334	    -43.7608	
    0.039325	    0.520264	    -43.7875	
    0.039350	    0.520194	    -43.8142	
    0.039375	    0.520124	    -43.8409	
    0.039400	    0.520054	    -43.8676	
    0.039425	    0.519984	    -43.8943	
    0.039450	    0.519914	    -43.9210	
    0.039475	    0.519844	    -43.9478	
    0.039500	    0.519773	    -43.9745	
    0.039525	    0.519703	    -44.0012	
    0.039550	    0.519633	    -44.0279	
    0.039575	    0.519562	    -44.0546	
    0.039600	    0.519492	    -44.0813	
    0.039625	    0.519422	    -44.1080	
    0.039650	    0.519351	    -44.1347	
    0.039675	    0.519280	    -44.1614	
    0.039700	    0.519210	    -44.1880	
    0.039725	    0.519139	    -44.2147	
    0.039750	    0.519069	    -44.2414	
    0.039775	    0.518998	    -44.2681	
    0.039800	    0.518927	    -44.2948	
    0.039825	    0.518856	    -44.3215	
    0.039850	    0.518785	    -44.3481	
    0.039875	    0.518714	    -44.3748	
    0.039900	    0.518643	    -44.4015	
    0.039925	    0.518572	    -44.4282	
    0.039950	    0.518501	    -44.4548	
    0.039975	    0.518430	    -44.4815	
    0.040000	    0.518359	    -44.5082	
    0.040025	    0.518288	    -44.5349	
    0.040050	    0.518217	    -44.5615	
    0.040075	    0.518145	    -44.5882	
    0.040100	    0.518074	    -44.6148	
    0.040125	    0.518003	    -44.6415	
    0.040150	    0.517931	    -44.6682	
    0.040175	    0.517860	    -44.6948	
    0.040200	    0.517788	    -44.7215	
    0.040225	    0.517716	    -44.7481	
    0.040250	    0.517645	    -44.7748	
    0.040275	    0.517573	    -44.8014	
    0.040300	    0.517501	    -44.8281	
    0.040325	    0.517430	    -44.8547	
    0.040350	    0.517358	    -44.8813	
    0.040375	    0.517286	    -44.9080	
    0.040400	    0.517214	    -44.9346	
    0.040425	    0.517142	    -44.9612	
    0.040450	    0.517070	    -44.9879	
    0.040475	    0.516998	    -45.0145	
    0.040500	    0.516926	    -45.0411	
    0.040525	    0.516854	    -45.0678	
    0.040550	    0.516782	    -45.0944	
    0.040575	    0.516709	    -45.1210	
    0.040600	    0.516637	    -45.1476	
    0.040625	    0.516565	    -45.1743	
    0.040650	    0.516492	    -45.2009	
    0.040675	    0.516420	    -45.2275	
    0.040700	    0.516348	    -45.2541	
    0.040725	    0.516275	    -45.2807	
    0.040750	    0.516203	    -45.3073	
    0.040775	    0.516130	    -45.3339	
    0.040800	    0.516057	    -45.3605	
    0.040825	    0.515985	    -45.3871	
    0.040850	    0.515912	    -45.4137	
    0.040875	    0.515839	    -45.4403	
    0.040900	    0.515766	    -45.4669	
    0.040925	    0.515693	    -45.4935	
    0.040950	    0.515620	    -45.5201	
    0.040975	    0.515547	    -45.5467	
    0.041000	    0.515474	    -45.5733	
    0.041025	    0.515401	    -45.5999	
    0.041050	    0.515328	    -45.6265	
    0.041075	    0.515255	    -45.6531	
    0.041100	    0.515182	    -45.6797	
    0.041125	    0.515109	    -45.7062	
    0.041150	    0.515035	    -45.7328	
    0.041175	    0.514962	    -45.7594	
    0.041200	    0.514889	    -45.7860	
    0.041225	    0.514815	    -45.8125	
    0.041250	    0.514742	    -45.8391	
    0.041275	    0.514668	    -45.8657	
    0.041300	    0.514594	    -45.8923	
    0.041325	    0.514521	    -45.9188	
    0.041350	    0.514447	    -45.9454	
    0.041375	    0.514373	    -45.9719	
    0.041400	    0.514300	    -45.9985	
    0.041425	    0.514226	    -46.0251	
    0.041450	    0.514152	    -46.0516	
    0.041475	    0.514078	    -46.0782	
    0.041500	    0.514004	    -46.1047	
    0.041525	    0.513930	    -46.1313	
    0.041550	    0.513856	    -46.1578	
    0.041575	    0.513782	    -46.1844	
    0.041600	    0.513708	    -46.2109	
    0.041625	    0.513634	    -46.2374	
    0.041650	    0.513559	    -46.2640	
    0.041675	    0.513485	    -46.2905	
    0.041700	    0.513411	    -46.3171	
    0.041725	    0.513336	    -46.3436	
    0.041750	    0.513262	    -46.3701	
    0.041775	    0.513188	    -46.3966	
    0.041800	    0.513113	    -46.4232	
    0.041825	    0.513038	    -46.4497	
    0.041850	    0.512964	    -46.4762	
    0.041875	    0.512889	    -46.5027	
    0.041900	    0.512814	    -46.5293	
    0.041925	    0.512740	    -46.5558	
    0.041950	    0.512665	    -46.5823	
    0.041975	    0.512590	    -46.6088	
    0.042000	    0.512515	    -46.6353	
    0.042025	    0.512440	    -46.6618	
    0.042050	    0.512365	    -46.6883	
    0.042075	    0.512290	    -46.7148	
    0.042100	    0.512215	    -46.7413	
    0.042125	    0.512140	    -46.7679	
    0.042150	    0.512065	    -46.7944	
    0.042175	    0.511990	    -46.8208	
    0.042200	    0.511914	    -46.8473	
    0.042225	    0.511839	    -46.8738	
    0.042250	    0.511764	    -46.9003	
    0.042275	    0.511688	    -46.9268	
    0.042300	    0.511613	    -46.9533	
    0.042325	    0.511537	    -46.9798	
    0.042350	    0.511462	    -47.0063	
    0.042375	    0.511386	    -47.0328	
    0.042400	    0.511311	    -47.0592	
    0.042425	    0.511235	    -47.0857	
    0.042450	    0.511159	    -47.1122	
    0.042475	    0.511083	    -47.1387	
    0.042500	    0.511007	    -47.1651	
    0.042525	    0.510932	    -47.1916	
    0.042550	    0.510856	    -47.2181	
    0.042575	    0.510780	    -47.2445	
    0.042600	    0.510704	    -47.2710	
    0.042625	    0.510628	    -47.2975	
    0.042650	    0.510552	    -47.3239	
    0.042675	    0.510475	    -47.3504	
    0.042700	    0.510399	    -47.3768	
    0.042725	    0.510323	    -47.4033	
    0.042750	    0.510247	    -47.4298	
    0.042775	    0.510170	    -47.4562	
    0.042800	    0.510094	    -47.4826	
    0.042825	    0.510017	    -47.5091	
    0.042850	    0.509941	    -47.5355	
    0.042875	    0.509864	    -47.5620	
    0.042900	    0.509788	    -47.5884	
    0.042925	    0.509711	    -47.6149	
    0.042950	    0.509635	    -47.6413	
    0.042975	    0.509558	    -47.6677	
    0.043000	    0.509481	    -47.6942	
    0.043025	    0.509404	    -47.7206	
    0.043050	    0.509327	    -47.7470	
    0.043075	    0.509250	    -47.7734	
    0.043100	    0.509174	    -47.7999	
    0.043125	    0.509097	    -47.8263	
    0.043150	    0.509019	    -47.8527	
    0.043175	    0.508942	    -47.8791	
    0.043200	    0.508865	    -47.9055	
    0.043225	    0.508788	    -47.9320	
    0.043250	    0.508711	    -47.9584	
    0.043275	    0.508634	    -47.9848	
    0.043300	    0.508556	    -48.0112	
    0.043325	    0.508479	    -48.0376	
    0.043350	    0.508401	    -48.0640	
    0.043375	    0.508324	    -48.0904	
    0.043400	    0.508246	    -48.1168	
    0.043425	    0.508169	    -48.1432	
    0.043450	    0.508091	    -48.1696	
    0.043475	    0.508014	    -48.1960	
    0.043500	    0.507936	    -48.2224	
    0.043525	    0.507858	    -48.2488	
    0.043550	    0.507780	    -48.2752	
    0.043575	    0.507702	    -48.3016	
    0.043600	    0.507625	    -48.3279	
    0.043625	    0.507547	    -48.3543	
    0.043650	    0.507469	    -48.3807	
    0.043675	    0.507391	    -48.4071	
    0.043700	    0.507313	    -48.4335	
    0.043725	    0.507234	    -48.4598	
    0.043750	    0.507156	    -48.4862	
    0.043775	    0.507078	    -48.5126	
    0.043800	    0.507000	    -48.5389	
    0.043825	    0.506921	    -48.5653	
    0.043850	    0.506843	    -48.5917	
    0.043875	    0.506765	    -48.6180	
    0.043900	    0.506686	    -48.6444	
    0.043925	    0.506608	    -48.6707	
    0.043950	    0.506529	    -48.6971	
    0.043975	    0.506451	    -48.7235	
    0.044000	    0.506372	    -48.7498	
    0.044025	    0.506293	    -48.7762	
    0.044050	    0.506214	    -48.8025	
    0.044075	    0.506136	    -48.8289	
    0.044100	    0.506057	    -48.8552	
    0.044125	    0.505978	    -48.8815	
    0.044150	    0.505899	    -48.9079	
    0.044175	    0.505820	    -48.9342	
    0.044200	    0.505741	    -48.9606	
    0.044225	    0.505662	    -48.9869	
    0.044250	    0.505583	    -49.0132	
    0.044275	    0.505504	    -49.0395	
    0.044300	    0.505424	    -49.0659	
    0.044325	    0.505345	    -49.0922	
    0.044350	    0.505266	    -49.1185	
    0.044375	    0.505187	    -49.1448	
    0.044400	    0.505107	    -49.1712	
    0.044425	    0.505028	    -49.1975	
    0.044450	    0.504948	    -49.2238	
    0.044475	    0.504869	    -49.2501	
    0.044500	    0.504789	    -49.2764	
    0.044525	    0.504709	    -49.3027	
    0.044550	    0.504630	    -49.3290	
    0.044575	    0.504550	    -49.3553	
    0.044600	    0.504470	    -49.3817	
    0.044625	    0.504390	    -49.4080	
    0.044650	    0.504311	    -49.4343	
    0.044675	    0.504231	    -49.4605	
    0.044700	    0.504151	    -49.4868	
    0.044725	    0.504071	    -49.5131	
    0.044750	    0.503991	    -49.5394	
    0.044775	    0.503910	    -49.5657	
    0.044800	    0.503830	    -49.5920	
    0.044825	    0.503750	    -49.6183	
    0.044850	    0.503670	    -49.6446	
    0.044875	    0.503590	    -49.6709	
    0.044900	    0.503509	    -49.6971	
    0.044925	    0.503429	    -49.7234	
    0.044950	    0.503348	    -49.7497	
    0.044975	    0.503268	    -49.7760	
    0.045000	    0.503187	    -49.8022	
    0.045025	    0.503107	    -49.8285	
    0.045050	    0.503026	    -49.8548	
    0.045075	    0.502945	    -49.8810	
    0.045100	    0.502865	    -49.9073	
    0.045125	    0.502784	    -49.9336	
    0.045150	    0.502703	    -49.9598	
    0.045175	    0.502622	    -49.9861	
    0.045200	    0.502541	    -50.0123	
    0.045225	    0.502460	    -50.0386	
    0.045250	    0.502379	    -50.0648	
    0.045275	    0.502298	    -50.0911	
    0.045300	    0.502217	    -50.1173	
    0.045325	    0.502136	    -50.1436	
    0.045350	    0.502055	    -50.1698	
    0.045375	    0.501974	    -50.1961	
    0.045400	    0.501892	    -50.2223	
    0.045425	    0.501811	    -50.2485	
    0.045450	    0.501730	    -50.2748	
    0.045475	    0.501648	    -50.3010	
    0.045500	    0.501567	    -50.3272	
    0.045525	    0.501485	    -50.3535	
    0.045550	    0.501404	    -50.3797	
    0.045575	    0.501322	    -50.4059	
    0.045600	    0.501240	    -50.4321	
    0.045625	    0.501159	    -50.4583	
    0.045650	    0.501077	    -50.4846	
    0.045675	    0.500995	    -50.5108	
    0.045700	    0.500913	    -50.5370	
    0.045725	    0.500831	    -50.5632	
    0.045750	    0.500749	    -50.5894	
    0.045775	    0.500667	    -50.6156	
    0.045800	    0.500585	    -50.6418	
    0.045825	    0.500503	    -50.6680	
    0.045850	    0.500421	    -50.6942	
    0.045875	    0.500339	    -50.7204	
    0.045900	    0.500257	    -50.7466	
    0.045925	    0.500174	    -50.7728	
    0.045950	    0.500092	    -50.7990	
    0.045975	    0.500010	    -50.8252	
    0.046000	    0.499927	    -50.8514	
    0.046025	    0.499845	    -50.8776	
    0.046050	    0.499762	    -50.9038	
    0.046075	    0.499680	    -50.9300	
    0.046100	    0.499597	    -50.9561	
    0.046125	    0.499514	    -50.9823	
    0.046150	    0.499432	    -51.0085	
    0.046175	    0.499349	    -51.0347	
    0.046200	    0.499266	    -51.0608	
    0.046225	    0.499183	    -51.0870	
    0.046250	    0.499100	    -51.1132	
    0.046275	    0.499017	    -51.1394	
    0.046300	    0.498934	    -51.1655	
    0.046325	    0.498851	    -51.1917	
    0.046350	    0.498768	    -51.2178	
    0.046375	    0.498685	    -51.2440	
    0.046400	    0.498602	    -51.2702	
    0.046425	    0.498519	    -51.2963	
    0.046450	    0.498435	    -51.3225	
    0.046475	    0.498352	    -51.3486	
    0.046500	    0.498269	    -51.3748	
    0.046525	    0.498185	    -51.4009	
    0.046550	    0.498102	    -51.4271	
    0.046575	    0.498018	    -51.4532	
    0.046600	    0.497935	    -51.4793	
    0.046625	    0.497851	    -51.5055	
    0.046650	    0.497767	    -51.5316	
    0.046675	    0.497684	    -51.5577	
    0.046700	    0.497600	    -51.5839	
    0.046725	    0.497516	    -51.6100	
    0.046750	    0.497432	    -51.6361	
    0.046775	    0.497348	    -51.6623	
    0.046800	    0.497264	    -51.6884	
    0.046825	    0.497180	    -51.7145	
    0.046850	    0.497096	    -51.7406	
    0.046875	    0.497012	    -51.7667	
    0.046900	    0.496928	    -51.7929	
    0.046925	    0.496844	    -51.8190	
    0.046950	    0.496760	    -51.8451	
    0.046975	    0.496675	    -51.8712	
    0.047000	    0.496591	    -51.8973	
    0.047025	    0.496507	    -51.9234	
    0.047050	    0.496422	    -51.9495	
    0.047075	    0.496338	    -51.9756	
    0.047100	    0.496253	    -52.0017	
    0.047125	    0.496169	    -52.0278	
    0.047150	    0.496084	    -52.0539	
    0.047175	    0.496000	    -52.0800	
    0.047200	    0.495915	    -52.1061	
    0.047225	    0.495830	    -52.1322	
    0.047250	    0.495745	    -52.1583	
    0.047275	    0.495660	    -52.1843	
    0.047300	    0.495576	    -52.2104	
    0.047325	    0.495491	    -52.2365	
    0.047350	    0.495406	    -52.2626	
    0.047375	    0.495321	    -52.2887	
    0.047400	    0.495235	    -52.3147	
    0.047425	    0.495150	    -52.3408	
    0.047450	    0.495065	    -52.3669	
    0.047475	    0.494980	    -52.3930	
    0.047500	    0.494895	    -52.4190	
    0.047525	    0.494809	    -52.4451	
    0.047550	    0.494724	    -52.4711	
    0.047575	    0.494638	    -52.4972	
    0.047600	    0.494553	    -52.5233	
    0.047625	    0.494467	    -52.5493	
    0.047650	    0.494382	    -52.5754	
    0.047675	    0.494296	    -52.6014	
    0.047700	    0.494211	    -52.6275	
    0.047725	    0.494125	    -52.6535	
    0.047750	    0.494039	    -52.6796	
    0.047775	    0.493953	    -52.7056	
    0.047800	    0.493868	    -52.7317	
    0.047825	    0.493782	    -52.7577	
    0.047850	    0.493696	    -52.7837	
    0.047875	    0.493610	    -52.8098	
    0.047900	    0.493524	    -52.8358	
    0.047925	    0.493438	    -52.8618	
    0.047950	    0.493351	    -52.8879	
    0.047975	    0.493265	    -52.9139	
    0.048000	    0.493179	    -52.9399	
    0.048025	    0.493093	    -52.9659	
    0.048050	    0.493006	    -52.9920	
    0.048075	    0.492920	    -53.0180	
    0.048100	    0.492834	    -53.0440	
    0.048125	    0.492747	    -53.0700	
