Force: -0.7600691787035517
Flowrate: 0.013941223012651077
Power: 0.25693674012315937
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.091250	    0.268158	    -94.8683	
    0.091275	    0.267981	    -94.8909	
    0.091300	    0.267805	    -94.9135	
    0.091325	    0.267628	    -94.9360	
    0.091350	    0.267451	    -94.9586	
    0.091375	    0.267274	    -94.9812	
    0.091400	    0.267097	    -95.0037	
    0.091425	    0.266920	    -95.0263	
    0.091450	    0.266743	    -95.0488	
    0.091475	    0.266565	    -95.0714	
    0.091500	    0.266388	    -95.0940	
    0.091525	    0.266211	    -95.1165	
    0.091550	    0.266033	    -95.1391	
    0.091575	    0.265856	    -95.1616	
    0.091600	    0.265678	    -95.1841	
    0.091625	    0.265501	    -95.2067	
    0.091650	    0.265323	    -95.2292	
    0.091675	    0.265146	    -95.2518	
    0.091700	    0.264968	    -95.2743	
    0.091725	    0.264790	    -95.2969	
    0.091750	    0.264612	    -95.3194	
    0.091775	    0.264434	    -95.3419	
    0.091800	    0.264256	    -95.3645	
    0.091825	    0.264078	    -95.3870	
    0.091850	    0.263900	    -95.4095	
    0.091875	    0.263722	    -95.4320	
    0.091900	    0.263544	    -95.4546	
    0.091925	    0.263366	    -95.4771	
    0.091950	    0.263187	    -95.4996	
    0.091975	    0.263009	    -95.5221	
    0.092000	    0.262831	    -95.5447	
    0.092025	    0.262652	    -95.5672	
    0.092050	    0.262474	    -95.5897	
    0.092075	    0.262295	    -95.6122	
    0.092100	    0.262116	    -95.6347	
    0.092125	    0.261938	    -95.6572	
    0.092150	    0.261759	    -95.6797	
    0.092175	    0.261580	    -95.7023	
    0.092200	    0.261401	    -95.7248	
    0.092225	    0.261222	    -95.7473	
    0.092250	    0.261043	    -95.7698	
    0.092275	    0.260864	    -95.7923	
    0.092300	    0.260685	    -95.8148	
    0.092325	    0.260506	    -95.8373	
    0.092350	    0.260327	    -95.8598	
    0.092375	    0.260148	    -95.8823	
    0.092400	    0.259968	    -95.9048	
    0.092425	    0.259789	    -95.9272	
    0.092450	    0.259609	    -95.9497	
    0.092475	    0.259430	    -95.9722	
    0.092500	    0.259250	    -95.9947	
    0.092525	    0.259071	    -96.0172	
    0.092550	    0.258891	    -96.0397	
    0.092575	    0.258711	    -96.0622	
    0.092600	    0.258531	    -96.0846	
    0.092625	    0.258352	    -96.1071	
    0.092650	    0.258172	    -96.1296	
    0.092675	    0.257992	    -96.1521	
    0.092700	    0.257812	    -96.1745	
    0.092725	    0.257631	    -96.1970	
    0.092750	    0.257451	    -96.2195	
    0.092775	    0.257271	    -96.2419	
    0.092800	    0.257091	    -96.2644	
    0.092825	    0.256911	    -96.2869	
    0.092850	    0.256730	    -96.3093	
    0.092875	    0.256550	    -96.3318	
    0.092900	    0.256369	    -96.3543	
    0.092925	    0.256189	    -96.3767	
    0.092950	    0.256008	    -96.3992	
    0.092975	    0.255827	    -96.4216	
    0.093000	    0.255647	    -96.4441	
    0.093025	    0.255466	    -96.4665	
    0.093050	    0.255285	    -96.4890	
    0.093075	    0.255104	    -96.5114	
    0.093100	    0.254923	    -96.5339	
    0.093125	    0.254742	    -96.5563	
    0.093150	    0.254561	    -96.5788	
    0.093175	    0.254380	    -96.6012	
    0.093200	    0.254199	    -96.6237	
    0.093225	    0.254017	    -96.6461	
    0.093250	    0.253836	    -96.6685	
    0.093275	    0.253655	    -96.6910	
    0.093300	    0.253473	    -96.7134	
    0.093325	    0.253292	    -96.7358	
    0.093350	    0.253110	    -96.7583	
    0.093375	    0.252929	    -96.7807	
    0.093400	    0.252747	    -96.8031	
    0.093425	    0.252565	    -96.8255	
    0.093450	    0.252384	    -96.8480	
    0.093475	    0.252202	    -96.8704	
    0.093500	    0.252020	    -96.8928	
    0.093525	    0.251838	    -96.9152	
    0.093550	    0.251656	    -96.9376	
    0.093575	    0.251474	    -96.9600	
    0.093600	    0.251292	    -96.9825	
    0.093625	    0.251109	    -97.0049	
    0.093650	    0.250927	    -97.0273	
    0.093675	    0.250745	    -97.0497	
    0.093700	    0.250563	    -97.0721	
    0.093725	    0.250380	    -97.0945	
    0.093750	    0.250198	    -97.1169	
    0.093775	    0.250015	    -97.1393	
    0.093800	    0.249833	    -97.1617	
    0.093825	    0.249650	    -97.1841	
    0.093850	    0.249467	    -97.2065	
    0.093875	    0.249284	    -97.2289	
    0.093900	    0.249102	    -97.2513	
    0.093925	    0.248919	    -97.2737	
    0.093950	    0.248736	    -97.2961	
    0.093975	    0.248553	    -97.3185	
    0.094000	    0.248370	    -97.3409	
    0.094025	    0.248187	    -97.3632	
    0.094050	    0.248003	    -97.3856	
    0.094075	    0.247820	    -97.4080	
    0.094100	    0.247637	    -97.4304	
    0.094125	    0.247454	    -97.4528	
    0.094150	    0.247270	    -97.4751	
    0.094175	    0.247087	    -97.4975	
    0.094200	    0.246903	    -97.5199	
    0.094225	    0.246720	    -97.5423	
    0.094250	    0.246536	    -97.5646	
    0.094275	    0.246352	    -97.5870	
    0.094300	    0.246169	    -97.6094	
    0.094325	    0.245985	    -97.6317	
    0.094350	    0.245801	    -97.6541	
    0.094375	    0.245617	    -97.6765	
    0.094400	    0.245433	    -97.6988	
    0.094425	    0.245249	    -97.7212	
    0.094450	    0.245065	    -97.7435	
    0.094475	    0.244881	    -97.7659	
    0.094500	    0.244696	    -97.7883	
    0.094525	    0.244512	    -97.8106	
    0.094550	    0.244328	    -97.8330	
    0.094575	    0.244143	    -97.8553	
    0.094600	    0.243959	    -97.8777	
    0.094625	    0.243774	    -97.9000	
    0.094650	    0.243590	    -97.9223	
    0.094675	    0.243405	    -97.9447	
    0.094700	    0.243220	    -97.9670	
    0.094725	    0.243036	    -97.9894	
    0.094750	    0.242851	    -98.0117	
    0.094775	    0.242666	    -98.0340	
    0.094800	    0.242481	    -98.0564	
    0.094825	    0.242296	    -98.0787	
    0.094850	    0.242111	    -98.1010	
    0.094875	    0.241926	    -98.1234	
    0.094900	    0.241741	    -98.1457	
    0.094925	    0.241556	    -98.1680	
    0.094950	    0.241370	    -98.1904	
    0.094975	    0.241185	    -98.2127	
    0.095000	    0.241000	    -98.2350	
    0.095025	    0.240814	    -98.2573	
    0.095050	    0.240629	    -98.2796	
    0.095075	    0.240443	    -98.3020	
    0.095100	    0.240257	    -98.3243	
    0.095125	    0.240072	    -98.3466	
    0.095150	    0.239886	    -98.3689	
    0.095175	    0.239700	    -98.3912	
    0.095200	    0.239514	    -98.4135	
    0.095225	    0.239328	    -98.4358	
    0.095250	    0.239142	    -98.4581	
    0.095275	    0.238956	    -98.4804	
    0.095300	    0.238770	    -98.5027	
    0.095325	    0.238584	    -98.5250	
    0.095350	    0.238398	    -98.5473	
    0.095375	    0.238212	    -98.5696	
    0.095400	    0.238025	    -98.5919	
    0.095425	    0.237839	    -98.6142	
    0.095450	    0.237652	    -98.6365	
    0.095475	    0.237466	    -98.6588	
    0.095500	    0.237279	    -98.6811	
    0.095525	    0.237093	    -98.7034	
    0.095550	    0.236906	    -98.7257	
    0.095575	    0.236719	    -98.7480	
    0.095600	    0.236533	    -98.7702	
    0.095625	    0.236346	    -98.7925	
    0.095650	    0.236159	    -98.8148	
    0.095675	    0.235972	    -98.8371	
    0.095700	    0.235785	    -98.8594	
    0.095725	    0.235598	    -98.8816	
    0.095750	    0.235410	    -98.9039	
    0.095775	    0.235223	    -98.9262	
    0.095800	    0.235036	    -98.9485	
    0.095825	    0.234849	    -98.9707	
    0.095850	    0.234661	    -98.9930	
    0.095875	    0.234474	    -99.0153	
    0.095900	    0.234286	    -99.0375	
    0.095925	    0.234099	    -99.0598	
    0.095950	    0.233911	    -99.0820	
    0.095975	    0.233723	    -99.1043	
    0.096000	    0.233536	    -99.1266	
    0.096025	    0.233348	    -99.1488	
    0.096050	    0.233160	    -99.1711	
    0.096075	    0.232972	    -99.1933	
    0.096100	    0.232784	    -99.2156	
    0.096125	    0.232596	    -99.2378	
    0.096150	    0.232408	    -99.2601	
    0.096175	    0.232220	    -99.2823	
    0.096200	    0.232032	    -99.3046	
    0.096225	    0.231843	    -99.3268	
    0.096250	    0.231655	    -99.3491	
    0.096275	    0.231467	    -99.3713	
    0.096300	    0.231278	    -99.3935	
    0.096325	    0.231090	    -99.4158	
    0.096350	    0.230901	    -99.4380	
    0.096375	    0.230712	    -99.4602	
    0.096400	    0.230524	    -99.4825	
    0.096425	    0.230335	    -99.5047	
    0.096450	    0.230146	    -99.5269	
    0.096475	    0.229957	    -99.5492	
    0.096500	    0.229768	    -99.5714	
    0.096525	    0.229579	    -99.5936	
    0.096550	    0.229390	    -99.6158	
    0.096575	    0.229201	    -99.6381	
    0.096600	    0.229012	    -99.6603	
    0.096625	    0.228823	    -99.6825	
    0.096650	    0.228634	    -99.7047	
    0.096675	    0.228444	    -99.7269	
    0.096700	    0.228255	    -99.7491	
    0.096725	    0.228066	    -99.7713	
    0.096750	    0.227876	    -99.7936	
    0.096775	    0.227686	    -99.8158	
    0.096800	    0.227497	    -99.8380	
    0.096825	    0.227307	    -99.8602	
    0.096850	    0.227117	    -99.8824	
    0.096875	    0.226928	    -99.9046	
    0.096900	    0.226738	    -99.9268	
    0.096925	    0.226548	    -99.9490	
    0.096950	    0.226358	    -99.9712	
    0.096975	    0.226168	    -99.9934	
    0.097000	    0.225978	   -100.0156	
    0.097025	    0.225787	   -100.0378	
    0.097050	    0.225597	   -100.0600	
    0.097075	    0.225407	   -100.0821	
    0.097100	    0.225217	   -100.1043	
    0.097125	    0.225026	   -100.1265	
    0.097150	    0.224836	   -100.1487	
    0.097175	    0.224645	   -100.1709	
    0.097200	    0.224455	   -100.1931	
    0.097225	    0.224264	   -100.2153	
    0.097250	    0.224073	   -100.2374	
    0.097275	    0.223883	   -100.2596	
    0.097300	    0.223692	   -100.2818	
    0.097325	    0.223501	   -100.3040	
    0.097350	    0.223310	   -100.3261	
    0.097375	    0.223119	   -100.3483	
    0.097400	    0.222928	   -100.3705	
    0.097425	    0.222737	   -100.3926	
    0.097450	    0.222546	   -100.4148	
    0.097475	    0.222354	   -100.4370	
    0.097500	    0.222163	   -100.4591	
    0.097525	    0.221972	   -100.4813	
    0.097550	    0.221780	   -100.5035	
    0.097575	    0.221589	   -100.5256	
    0.097600	    0.221397	   -100.5478	
    0.097625	    0.221206	   -100.5699	
    0.097650	    0.221014	   -100.5921	
    0.097675	    0.220822	   -100.6142	
    0.097700	    0.220631	   -100.6364	
    0.097725	    0.220439	   -100.6585	
    0.097750	    0.220247	   -100.6807	
    0.097775	    0.220055	   -100.7028	
    0.097800	    0.219863	   -100.7250	
    0.097825	    0.219671	   -100.7471	
    0.097850	    0.219479	   -100.7692	
    0.097875	    0.219287	   -100.7914	
    0.097900	    0.219094	   -100.8135	
    0.097925	    0.218902	   -100.8357	
    0.097950	    0.218710	   -100.8578	
    0.097975	    0.218517	   -100.8799	
    0.098000	    0.218325	   -100.9021	
    0.098025	    0.218132	   -100.9242	
    0.098050	    0.217940	   -100.9463	
    0.098075	    0.217747	   -100.9684	
    0.098100	    0.217554	   -100.9906	
    0.098125	    0.217362	   -101.0127	
    0.098150	    0.217169	   -101.0348	
    0.098175	    0.216976	   -101.0569	
    0.098200	    0.216783	   -101.0791	
    0.098225	    0.216590	   -101.1012	
    0.098250	    0.216397	   -101.1233	
    0.098275	    0.216204	   -101.1454	
    0.098300	    0.216011	   -101.1675	
    0.098325	    0.215817	   -101.1896	
    0.098350	    0.215624	   -101.2117	
    0.098375	    0.215431	   -101.2339	
    0.098400	    0.215237	   -101.2560	
    0.098425	    0.215044	   -101.2781	
    0.098450	    0.214850	   -101.3002	
    0.098475	    0.214657	   -101.3223	
    0.098500	    0.214463	   -101.3444	
    0.098525	    0.214269	   -101.3665	
    0.098550	    0.214076	   -101.3886	
    0.098575	    0.213882	   -101.4107	
    0.098600	    0.213688	   -101.4328	
    0.098625	    0.213494	   -101.4548	
    0.098650	    0.213300	   -101.4769	
    0.098675	    0.213106	   -101.4990	
    0.098700	    0.212912	   -101.5211	
    0.098725	    0.212717	   -101.5432	
    0.098750	    0.212523	   -101.5653	
    0.098775	    0.212329	   -101.5874	
    0.098800	    0.212134	   -101.6095	
    0.098825	    0.211940	   -101.6315	
    0.098850	    0.211745	   -101.6536	
    0.098875	    0.211551	   -101.6757	
    0.098900	    0.211356	   -101.6978	
    0.098925	    0.211162	   -101.7198	
    0.098950	    0.210967	   -101.7419	
    0.098975	    0.210772	   -101.7640	
    0.099000	    0.210577	   -101.7861	
    0.099025	    0.210382	   -101.8081	
    0.099050	    0.210187	   -101.8302	
    0.099075	    0.209992	   -101.8523	
    0.099100	    0.209797	   -101.8743	
    0.099125	    0.209602	   -101.8964	
    0.099150	    0.209407	   -101.9184	
    0.099175	    0.209212	   -101.9405	
    0.099200	    0.209016	   -101.9626	
    0.099225	    0.208821	   -101.9846	
    0.099250	    0.208625	   -102.0067	
    0.099275	    0.208430	   -102.0287	
    0.099300	    0.208234	   -102.0508	
    0.099325	    0.208039	   -102.0728	
    0.099350	    0.207843	   -102.0949	
    0.099375	    0.207647	   -102.1169	
    0.099400	    0.207451	   -102.1390	
    0.099425	    0.207256	   -102.1610	
    0.099450	    0.207060	   -102.1831	
    0.099475	    0.206864	   -102.2051	
    0.099500	    0.206668	   -102.2271	
    0.099525	    0.206471	   -102.2492	
    0.099550	    0.206275	   -102.2712	
    0.099575	    0.206079	   -102.2932	
    0.099600	    0.205883	   -102.3153	
    0.099625	    0.205686	   -102.3373	
    0.099650	    0.205490	   -102.3593	
    0.099675	    0.205294	   -102.3814	
    0.099700	    0.205097	   -102.4034	
    0.099725	    0.204900	   -102.4254	
    0.099750	    0.204704	   -102.4474	
    0.099775	    0.204507	   -102.4695	
    0.099800	    0.204310	   -102.4915	
    0.099825	    0.204113	   -102.5135	
    0.099850	    0.203917	   -102.5355	
    0.099875	    0.203720	   -102.5575	
    0.099900	    0.203523	   -102.5796	
    0.099925	    0.203326	   -102.6016	
    0.099950	    0.203128	   -102.6236	
    0.099975	    0.202931	   -102.6456	
    0.100000	    0.202734	   -102.6676	
    0.100025	    0.202537	   -102.6896	
    0.100050	    0.202339	   -102.7116	
    0.100075	    0.202142	   -102.7336	
    0.100100	    0.201944	   -102.7556	
    0.100125	    0.201747	   -102.7776	
    0.100150	    0.201549	   -102.7996	
    0.100175	    0.201352	   -102.8216	
    0.100200	    0.201154	   -102.8436	
    0.100225	    0.200956	   -102.8656	
    0.100250	    0.200758	   -102.8876	
    0.100275	    0.200560	   -102.9096	
    0.100300	    0.200362	   -102.9316	
    0.100325	    0.200164	   -102.9536	
    0.100350	    0.199966	   -102.9756	
    0.100375	    0.199768	   -102.9976	
    0.100400	    0.199570	   -103.0195	
    0.100425	    0.199372	   -103.0415	
    0.100450	    0.199173	   -103.0635	
    0.100475	    0.198975	   -103.0855	
    0.100500	    0.198776	   -103.1075	
    0.100525	    0.198578	   -103.1294	
    0.100550	    0.198379	   -103.1514	
    0.100575	    0.198181	   -103.1734	
    0.100600	    0.197982	   -103.1954	
    0.100625	    0.197783	   -103.2173	
    0.100650	    0.197584	   -103.2393	
    0.100675	    0.197386	   -103.2613	
    0.100700	    0.197187	   -103.2832	
    0.100725	    0.196988	   -103.3052	
    0.100750	    0.196789	   -103.3272	
    0.100775	    0.196589	   -103.3491	
    0.100800	    0.196390	   -103.3711	
    0.100825	    0.196191	   -103.3931	
    0.100850	    0.195992	   -103.4150	
    0.100875	    0.195792	   -103.4370	
    0.100900	    0.195593	   -103.4589	
    0.100925	    0.195394	   -103.4809	
    0.100950	    0.195194	   -103.5028	
    0.100975	    0.194994	   -103.5248	
    0.101000	    0.194795	   -103.5467	
    0.101025	    0.194595	   -103.5687	
    0.101050	    0.194395	   -103.5906	
    0.101075	    0.194195	   -103.6126	
    0.101100	    0.193996	   -103.6345	
    0.101125	    0.193796	   -103.6564	
    0.101150	    0.193596	   -103.6784	
    0.101175	    0.193396	   -103.7003	
    0.101200	    0.193195	   -103.7223	
    0.101225	    0.192995	   -103.7442	
    0.101250	    0.192795	   -103.7661	
    0.101275	    0.192595	   -103.7881	
    0.101300	    0.192394	   -103.8100	
    0.101325	    0.192194	   -103.8319	
    0.101350	    0.191993	   -103.8539	
    0.101375	    0.191793	   -103.8758	
    0.101400	    0.191592	   -103.8977	
    0.101425	    0.191391	   -103.9196	
    0.101450	    0.191191	   -103.9416	
    0.101475	    0.190990	   -103.9635	
    0.101500	    0.190789	   -103.9854	
    0.101525	    0.190588	   -104.0073	
    0.101550	    0.190387	   -104.0292	
    0.101575	    0.190186	   -104.0511	
    0.101600	    0.189985	   -104.0731	
    0.101625	    0.189784	   -104.0950	
    0.101650	    0.189583	   -104.1169	
    0.101675	    0.189381	   -104.1388	
    0.101700	    0.189180	   -104.1607	
    0.101725	    0.188979	   -104.1826	
    0.101750	    0.188777	   -104.2045	
    0.101775	    0.188576	   -104.2264	
    0.101800	    0.188374	   -104.2483	
    0.101825	    0.188172	   -104.2702	
    0.101850	    0.187971	   -104.2921	
    0.101875	    0.187769	   -104.3140	
    0.101900	    0.187567	   -104.3359	
    0.101925	    0.187365	   -104.3578	
    0.101950	    0.187163	   -104.3797	
    0.101975	    0.186961	   -104.4016	
    0.102000	    0.186759	   -104.4235	
    0.102025	    0.186557	   -104.4454	
    0.102050	    0.186355	   -104.4672	
    0.102075	    0.186153	   -104.4891	
    0.102100	    0.185950	   -104.5110	
    0.102125	    0.185748	   -104.5329	
    0.102150	    0.185545	   -104.5548	
    0.102175	    0.185343	   -104.5766	
    0.102200	    0.185140	   -104.5985	
    0.102225	    0.184938	   -104.6204	
    0.102250	    0.184735	   -104.6423	
    0.102275	    0.184532	   -104.6641	
    0.102300	    0.184330	   -104.6860	
    0.102325	    0.184127	   -104.7079	
    0.102350	    0.183924	   -104.7298	
    0.102375	    0.183721	   -104.7516	
    0.102400	    0.183518	   -104.7735	
    0.102425	    0.183315	   -104.7954	
    0.102450	    0.183112	   -104.8172	
    0.102475	    0.182908	   -104.8391	
    0.102500	    0.182705	   -104.8609	
    0.102525	    0.182502	   -104.8828	
    0.102550	    0.182298	   -104.9047	
    0.102575	    0.182095	   -104.9265	
    0.102600	    0.181891	   -104.9484	
    0.102625	    0.181688	   -104.9702	
    0.102650	    0.181484	   -104.9921	
    0.102675	    0.181280	   -105.0139	
    0.102700	    0.181077	   -105.0358	
    0.102725	    0.180873	   -105.0576	
    0.102750	    0.180669	   -105.0795	
    0.102775	    0.180465	   -105.1013	
    0.102800	    0.180261	   -105.1232	
    0.102825	    0.180057	   -105.1450	
    0.102850	    0.179853	   -105.1668	
    0.102875	    0.179648	   -105.1887	
    0.102900	    0.179444	   -105.2105	
    0.102925	    0.179240	   -105.2323	
    0.102950	    0.179036	   -105.2542	
    0.102975	    0.178831	   -105.2760	
    0.103000	    0.178627	   -105.2978	
    0.103025	    0.178422	   -105.3197	
    0.103050	    0.178217	   -105.3415	
    0.103075	    0.178013	   -105.3633	
    0.103100	    0.177808	   -105.3852	
    0.103125	    0.177603	   -105.4070	
    0.103150	    0.177398	   -105.4288	
    0.103175	    0.177193	   -105.4506	
    0.103200	    0.176988	   -105.4724	
    0.103225	    0.176783	   -105.4943	
    0.103250	    0.176578	   -105.5161	
    0.103275	    0.176373	   -105.5379	
    0.103300	    0.176168	   -105.5597	
    0.103325	    0.175963	   -105.5815	
    0.103350	    0.175757	   -105.6033	
    0.103375	    0.175552	   -105.6251	
    0.103400	    0.175346	   -105.6469	
    0.103425	    0.175141	   -105.6687	
    0.103450	    0.174935	   -105.6906	
    0.103475	    0.174730	   -105.7124	
    0.103500	    0.174524	   -105.7342	
    0.103525	    0.174318	   -105.7560	
    0.103550	    0.174112	   -105.7778	
    0.103575	    0.173906	   -105.7996	
    0.103600	    0.173700	   -105.8214	
    0.103625	    0.173494	   -105.8431	
    0.103650	    0.173288	   -105.8649	
    0.103675	    0.173082	   -105.8867	
    0.103700	    0.172876	   -105.9085	
    0.103725	    0.172670	   -105.9303	
    0.103750	    0.172463	   -105.9521	
    0.103775	    0.172257	   -105.9739	
    0.103800	    0.172050	   -105.9957	
    0.103825	    0.171844	   -106.0175	
    0.103850	    0.171637	   -106.0392	
    0.103875	    0.171431	   -106.0610	
    0.103900	    0.171224	   -106.0828	
    0.103925	    0.171017	   -106.1046	
    0.103950	    0.170811	   -106.1263	
    0.103975	    0.170604	   -106.1481	
    0.104000	    0.170397	   -106.1699	
    0.104025	    0.170190	   -106.1917	
    0.104050	    0.169983	   -106.2134	
    0.104075	    0.169776	   -106.2352	
    0.104100	    0.169568	   -106.2570	
    0.104125	    0.169361	   -106.2787	
    0.104150	    0.169154	   -106.3005	
    0.104175	    0.168946	   -106.3223	
    0.104200	    0.168739	   -106.3440	
    0.104225	    0.168532	   -106.3658	
    0.104250	    0.168324	   -106.3876	
    0.104275	    0.168116	   -106.4093	
    0.104300	    0.167909	   -106.4311	
    0.104325	    0.167701	   -106.4528	
    0.104350	    0.167493	   -106.4746	
    0.104375	    0.167285	   -106.4963	
    0.104400	    0.167077	   -106.5181	
    0.104425	    0.166869	   -106.5398	
    0.104450	    0.166661	   -106.5616	
    0.104475	    0.166453	   -106.5833	
    0.104500	    0.166245	   -106.6051	
    0.104525	    0.166037	   -106.6268	
    0.104550	    0.165829	   -106.6486	
    0.104575	    0.165620	   -106.6703	
    0.104600	    0.165412	   -106.6920	
    0.104625	    0.165203	   -106.7138	
    0.104650	    0.164995	   -106.7355	
    0.104675	    0.164786	   -106.7572	
    0.104700	    0.164578	   -106.7790	
    0.104725	    0.164369	   -106.8007	
    0.104750	    0.164160	   -106.8224	
    0.104775	    0.163951	   -106.8442	
    0.104800	    0.163742	   -106.8659	
    0.104825	    0.163533	   -106.8876	
    0.104850	    0.163324	   -106.9093	
    0.104875	    0.163115	   -106.9311	
    0.104900	    0.162906	   -106.9528	
    0.104925	    0.162697	   -106.9745	
    0.104950	    0.162488	   -106.9962	
    0.104975	    0.162278	   -107.0179	
    0.105000	    0.162069	   -107.0397	
    0.105025	    0.161860	   -107.0614	
    0.105050	    0.161650	   -107.0831	
    0.105075	    0.161440	   -107.1048	
    0.105100	    0.161231	   -107.1265	
    0.105125	    0.161021	   -107.1482	
    0.105150	    0.160811	   -107.1699	
    0.105175	    0.160602	   -107.1916	
    0.105200	    0.160392	   -107.2133	
    0.105225	    0.160182	   -107.2351	
    0.105250	    0.159972	   -107.2568	
    0.105275	    0.159762	   -107.2785	
    0.105300	    0.159552	   -107.3002	
    0.105325	    0.159341	   -107.3219	
    0.105350	    0.159131	   -107.3435	
    0.105375	    0.158921	   -107.3652	
    0.105400	    0.158710	   -107.3869	
    0.105425	    0.158500	   -107.4086	
    0.105450	    0.158290	   -107.4303	
    0.105475	    0.158079	   -107.4520	
    0.105500	    0.157868	   -107.4737	
    0.105525	    0.157658	   -107.4954	
    0.105550	    0.157447	   -107.5171	
    0.105575	    0.157236	   -107.5388	
    0.105600	    0.157025	   -107.5604	
    0.105625	    0.156814	   -107.5821	
    0.105650	    0.156603	   -107.6038	
    0.105675	    0.156392	   -107.6255	
    0.105700	    0.156181	   -107.6472	
    0.105725	    0.155970	   -107.6688	
    0.105750	    0.155759	   -107.6905	
    0.105775	    0.155547	   -107.7122	
    0.105800	    0.155336	   -107.7339	
    0.105825	    0.155125	   -107.7555	
    0.105850	    0.154913	   -107.7772	
    0.105875	    0.154702	   -107.7989	
    0.105900	    0.154490	   -107.8205	
    0.105925	    0.154278	   -107.8422	
    0.105950	    0.154067	   -107.8639	
    0.105975	    0.153855	   -107.8855	
    0.106000	    0.153643	   -107.9072	
    0.106025	    0.153431	   -107.9288	
    0.106050	    0.153219	   -107.9505	
    0.106075	    0.153007	   -107.9722	
    0.106100	    0.152795	   -107.9938	
    0.106125	    0.152583	   -108.0155	
    0.106150	    0.152371	   -108.0371	
    0.106175	    0.152158	   -108.0588	
    0.106200	    0.151946	   -108.0804	
    0.106225	    0.151734	   -108.1021	
    0.106250	    0.151521	   -108.1237	
    0.106275	    0.151309	   -108.1454	
    0.106300	    0.151096	   -108.1670	
    0.106325	    0.150883	   -108.1886	
    0.106350	    0.150671	   -108.2103	
    0.106375	    0.150458	   -108.2319	
    0.106400	    0.150245	   -108.2536	
    0.106425	    0.150032	   -108.2752	
    0.106450	    0.149819	   -108.2968	
    0.106475	    0.149606	   -108.3185	
    0.106500	    0.149393	   -108.3401	
    0.106525	    0.149180	   -108.3617	
    0.106550	    0.148967	   -108.3834	
    0.106575	    0.148753	   -108.4050	
    0.106600	    0.148540	   -108.4266	
    0.106625	    0.148327	   -108.4482	
    0.106650	    0.148113	   -108.4699	
    0.106675	    0.147900	   -108.4915	
    0.106700	    0.147686	   -108.5131	
    0.106725	    0.147472	   -108.5347	
    0.106750	    0.147259	   -108.5563	
    0.106775	    0.147045	   -108.5780	
    0.106800	    0.146831	   -108.5996	
    0.106825	    0.146617	   -108.6212	
    0.106850	    0.146403	   -108.6428	
    0.106875	    0.146189	   -108.6644	
    0.106900	    0.145975	   -108.6860	
    0.106925	    0.145761	   -108.7076	
    0.106950	    0.145547	   -108.7293	
    0.106975	    0.145333	   -108.7509	
    0.107000	    0.145118	   -108.7725	
    0.107025	    0.144904	   -108.7941	
    0.107050	    0.144689	   -108.8157	
    0.107075	    0.144475	   -108.8373	
    0.107100	    0.144260	   -108.8589	
    0.107125	    0.144046	   -108.8805	
    0.107150	    0.143831	   -108.9021	
    0.107175	    0.143616	   -108.9237	
    0.107200	    0.143401	   -108.9453	
    0.107225	    0.143187	   -108.9669	
    0.107250	    0.142972	   -108.9884	
    0.107275	    0.142757	   -109.0100	
    0.107300	    0.142542	   -109.0316	
    0.107325	    0.142326	   -109.0532	
    0.107350	    0.142111	   -109.0748	
    0.107375	    0.141896	   -109.0964	
    0.107400	    0.141681	   -109.1180	
    0.107425	    0.141465	   -109.1395	
    0.107450	    0.141250	   -109.1611	
    0.107475	    0.141034	   -109.1827	
    0.107500	    0.140819	   -109.2043	
    0.107525	    0.140603	   -109.2259	
    0.107550	    0.140387	   -109.2474	
    0.107575	    0.140172	   -109.2690	
    0.107600	    0.139956	   -109.2906	
    0.107625	    0.139740	   -109.3122	
    0.107650	    0.139524	   -109.3337	
    0.107675	    0.139308	   -109.3553	
    0.107700	    0.139092	   -109.3769	
    0.107725	    0.138876	   -109.3984	
    0.107750	    0.138660	   -109.4200	
    0.107775	    0.138443	   -109.4416	
    0.107800	    0.138227	   -109.4631	
    0.107825	    0.138011	   -109.4847	
    0.107850	    0.137794	   -109.5062	
    0.107875	    0.137578	   -109.5278	
    0.107900	    0.137361	   -109.5493	
    0.107925	    0.137145	   -109.5709	
    0.107950	    0.136928	   -109.5925	
    0.107975	    0.136711	   -109.6140	
    0.108000	    0.136494	   -109.6356	
    0.108025	    0.136277	   -109.6571	
    0.108050	    0.136061	   -109.6787	
    0.108075	    0.135844	   -109.7002	
    0.108100	    0.135626	   -109.7218	
    0.108125	    0.135409	   -109.7433	
    0.108150	    0.135192	   -109.7648	
    0.108175	    0.134975	   -109.7864	
    0.108200	    0.134758	   -109.8079	
    0.108225	    0.134540	   -109.8295	
    0.108250	    0.134323	   -109.8510	
    0.108275	    0.134105	   -109.8725	
    0.108300	    0.133888	   -109.8941	
    0.108325	    0.133670	   -109.9156	
    0.108350	    0.133452	   -109.9371	
    0.108375	    0.133235	   -109.9587	
    0.108400	    0.133017	   -109.9802	
    0.108425	    0.132799	   -110.0017	
    0.108450	    0.132581	   -110.0232	
    0.108475	    0.132363	   -110.0448	
    0.108500	    0.132145	   -110.0663	
    0.108525	    0.131927	   -110.0878	
    0.108550	    0.131709	   -110.1093	
    0.108575	    0.131490	   -110.1309	
    0.108600	    0.131272	   -110.1524	
    0.108625	    0.131054	   -110.1739	
