Force: -0.1754374456793037
Flowrate: 0.013932787827220754
Power: 0.07147520155364247
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.062725	    0.429854	    -56.0447	
    0.062750	    0.429749	    -56.0628	
    0.062775	    0.429644	    -56.0810	
    0.062800	    0.429539	    -56.0991	
    0.062825	    0.429434	    -56.1173	
    0.062850	    0.429329	    -56.1354	
    0.062875	    0.429223	    -56.1536	
    0.062900	    0.429118	    -56.1717	
    0.062925	    0.429013	    -56.1898	
    0.062950	    0.428907	    -56.2079	
    0.062975	    0.428802	    -56.2260	
    0.063000	    0.428696	    -56.2442	
    0.063025	    0.428591	    -56.2623	
    0.063050	    0.428485	    -56.2804	
    0.063075	    0.428379	    -56.2985	
    0.063100	    0.428274	    -56.3166	
    0.063125	    0.428168	    -56.3346	
    0.063150	    0.428062	    -56.3527	
    0.063175	    0.427956	    -56.3708	
    0.063200	    0.427850	    -56.3889	
    0.063225	    0.427744	    -56.4070	
    0.063250	    0.427638	    -56.4250	
    0.063275	    0.427532	    -56.4431	
    0.063300	    0.427426	    -56.4611	
    0.063325	    0.427320	    -56.4792	
    0.063350	    0.427213	    -56.4973	
    0.063375	    0.427107	    -56.5153	
    0.063400	    0.427001	    -56.5333	
    0.063425	    0.426894	    -56.5514	
    0.063450	    0.426788	    -56.5694	
    0.063475	    0.426682	    -56.5874	
    0.063500	    0.426575	    -56.6055	
    0.063525	    0.426468	    -56.6235	
    0.063550	    0.426362	    -56.6415	
    0.063575	    0.426255	    -56.6595	
    0.063600	    0.426148	    -56.6775	
    0.063625	    0.426042	    -56.6955	
    0.063650	    0.425935	    -56.7135	
    0.063675	    0.425828	    -56.7315	
    0.063700	    0.425721	    -56.7495	
    0.063725	    0.425614	    -56.7675	
    0.063750	    0.425507	    -56.7855	
    0.063775	    0.425400	    -56.8035	
    0.063800	    0.425293	    -56.8214	
    0.063825	    0.425185	    -56.8394	
    0.063850	    0.425078	    -56.8574	
    0.063875	    0.424971	    -56.8753	
    0.063900	    0.424863	    -56.8933	
    0.063925	    0.424756	    -56.9112	
    0.063950	    0.424649	    -56.9292	
    0.063975	    0.424541	    -56.9471	
    0.064000	    0.424433	    -56.9651	
    0.064025	    0.424326	    -56.9830	
    0.064050	    0.424218	    -57.0009	
    0.064075	    0.424110	    -57.0189	
    0.064100	    0.424003	    -57.0368	
    0.064125	    0.423895	    -57.0547	
    0.064150	    0.423787	    -57.0726	
    0.064175	    0.423679	    -57.0905	
    0.064200	    0.423571	    -57.1084	
    0.064225	    0.423463	    -57.1263	
    0.064250	    0.423355	    -57.1442	
    0.064275	    0.423247	    -57.1621	
    0.064300	    0.423139	    -57.1800	
    0.064325	    0.423031	    -57.1979	
    0.064350	    0.422922	    -57.2158	
    0.064375	    0.422814	    -57.2336	
    0.064400	    0.422706	    -57.2515	
    0.064425	    0.422597	    -57.2694	
    0.064450	    0.422489	    -57.2872	
    0.064475	    0.422380	    -57.3051	
    0.064500	    0.422272	    -57.3229	
    0.064525	    0.422163	    -57.3408	
    0.064550	    0.422054	    -57.3586	
    0.064575	    0.421945	    -57.3765	
    0.064600	    0.421837	    -57.3943	
    0.064625	    0.421728	    -57.4121	
    0.064650	    0.421619	    -57.4300	
    0.064675	    0.421510	    -57.4478	
    0.064700	    0.421401	    -57.4656	
    0.064725	    0.421292	    -57.4834	
    0.064750	    0.421183	    -57.5012	
    0.064775	    0.421074	    -57.5190	
    0.064800	    0.420964	    -57.5368	
    0.064825	    0.420855	    -57.5546	
    0.064850	    0.420746	    -57.5724	
    0.064875	    0.420637	    -57.5902	
    0.064900	    0.420527	    -57.6080	
    0.064925	    0.420418	    -57.6258	
    0.064950	    0.420308	    -57.6436	
    0.064975	    0.420199	    -57.6613	
    0.065000	    0.420089	    -57.6791	
    0.065025	    0.419979	    -57.6968	
    0.065050	    0.419870	    -57.7146	
    0.065075	    0.419760	    -57.7324	
    0.065100	    0.419650	    -57.7501	
    0.065125	    0.419540	    -57.7679	
    0.065150	    0.419430	    -57.7856	
    0.065175	    0.419320	    -57.8033	
    0.065200	    0.419210	    -57.8211	
    0.065225	    0.419100	    -57.8388	
    0.065250	    0.418990	    -57.8565	
    0.065275	    0.418880	    -57.8742	
    0.065300	    0.418770	    -57.8919	
    0.065325	    0.418659	    -57.9097	
    0.065350	    0.418549	    -57.9274	
    0.065375	    0.418439	    -57.9451	
    0.065400	    0.418328	    -57.9628	
    0.065425	    0.418218	    -57.9805	
    0.065450	    0.418107	    -57.9981	
    0.065475	    0.417996	    -58.0158	
    0.065500	    0.417886	    -58.0335	
    0.065525	    0.417775	    -58.0512	
    0.065550	    0.417664	    -58.0688	
    0.065575	    0.417554	    -58.0865	
    0.065600	    0.417443	    -58.1042	
    0.065625	    0.417332	    -58.1218	
    0.065650	    0.417221	    -58.1395	
    0.065675	    0.417110	    -58.1571	
    0.065700	    0.416999	    -58.1748	
    0.065725	    0.416888	    -58.1924	
    0.065750	    0.416777	    -58.2101	
    0.065775	    0.416665	    -58.2277	
    0.065800	    0.416554	    -58.2453	
    0.065825	    0.416443	    -58.2629	
    0.065850	    0.416331	    -58.2806	
    0.065875	    0.416220	    -58.2982	
    0.065900	    0.416108	    -58.3158	
    0.065925	    0.415997	    -58.3334	
    0.065950	    0.415885	    -58.3510	
    0.065975	    0.415774	    -58.3686	
    0.066000	    0.415662	    -58.3862	
    0.066025	    0.415550	    -58.4038	
    0.066050	    0.415438	    -58.4214	
    0.066075	    0.415327	    -58.4389	
    0.066100	    0.415215	    -58.4565	
    0.066125	    0.415103	    -58.4741	
    0.066150	    0.414991	    -58.4917	
    0.066175	    0.414879	    -58.5092	
    0.066200	    0.414767	    -58.5268	
    0.066225	    0.414654	    -58.5443	
    0.066250	    0.414542	    -58.5619	
    0.066275	    0.414430	    -58.5794	
    0.066300	    0.414318	    -58.5970	
    0.066325	    0.414205	    -58.6145	
    0.066350	    0.414093	    -58.6320	
    0.066375	    0.413980	    -58.6496	
    0.066400	    0.413868	    -58.6671	
    0.066425	    0.413755	    -58.6846	
    0.066450	    0.413643	    -58.7021	
    0.066475	    0.413530	    -58.7196	
    0.066500	    0.413417	    -58.7371	
    0.066525	    0.413304	    -58.7546	
    0.066550	    0.413192	    -58.7721	
    0.066575	    0.413079	    -58.7896	
    0.066600	    0.412966	    -58.8071	
    0.066625	    0.412853	    -58.8246	
    0.066650	    0.412740	    -58.8421	
    0.066675	    0.412627	    -58.8596	
    0.066700	    0.412514	    -58.8770	
    0.066725	    0.412400	    -58.8945	
    0.066750	    0.412287	    -58.9120	
    0.066775	    0.412174	    -58.9294	
    0.066800	    0.412060	    -58.9469	
    0.066825	    0.411947	    -58.9643	
    0.066850	    0.411834	    -58.9818	
    0.066875	    0.411720	    -58.9992	
    0.066900	    0.411606	    -59.0166	
    0.066925	    0.411493	    -59.0341	
    0.066950	    0.411379	    -59.0515	
    0.066975	    0.411265	    -59.0689	
    0.067000	    0.411152	    -59.0863	
    0.067025	    0.411038	    -59.1038	
    0.067050	    0.410924	    -59.1212	
    0.067075	    0.410810	    -59.1386	
    0.067100	    0.410696	    -59.1560	
    0.067125	    0.410582	    -59.1734	
    0.067150	    0.410468	    -59.1908	
    0.067175	    0.410354	    -59.2082	
    0.067200	    0.410239	    -59.2255	
    0.067225	    0.410125	    -59.2429	
    0.067250	    0.410011	    -59.2603	
    0.067275	    0.409897	    -59.2777	
    0.067300	    0.409782	    -59.2950	
    0.067325	    0.409668	    -59.3124	
    0.067350	    0.409553	    -59.3298	
    0.067375	    0.409439	    -59.3471	
    0.067400	    0.409324	    -59.3645	
    0.067425	    0.409209	    -59.3818	
    0.067450	    0.409095	    -59.3991	
    0.067475	    0.408980	    -59.4165	
    0.067500	    0.408865	    -59.4338	
    0.067525	    0.408750	    -59.4511	
    0.067550	    0.408635	    -59.4685	
    0.067575	    0.408520	    -59.4858	
    0.067600	    0.408405	    -59.5031	
    0.067625	    0.408290	    -59.5204	
    0.067650	    0.408175	    -59.5377	
    0.067675	    0.408060	    -59.5550	
    0.067700	    0.407944	    -59.5723	
    0.067725	    0.407829	    -59.5896	
    0.067750	    0.407714	    -59.6069	
    0.067775	    0.407598	    -59.6242	
    0.067800	    0.407483	    -59.6415	
    0.067825	    0.407367	    -59.6587	
    0.067850	    0.407252	    -59.6760	
    0.067875	    0.407136	    -59.6933	
    0.067900	    0.407020	    -59.7105	
    0.067925	    0.406905	    -59.7278	
    0.067950	    0.406789	    -59.7451	
    0.067975	    0.406673	    -59.7623	
    0.068000	    0.406557	    -59.7796	
    0.068025	    0.406441	    -59.7968	
    0.068050	    0.406325	    -59.8140	
    0.068075	    0.406209	    -59.8313	
    0.068100	    0.406093	    -59.8485	
    0.068125	    0.405977	    -59.8657	
    0.068150	    0.405861	    -59.8829	
    0.068175	    0.405744	    -59.9001	
    0.068200	    0.405628	    -59.9174	
    0.068225	    0.405512	    -59.9346	
    0.068250	    0.405395	    -59.9518	
    0.068275	    0.405279	    -59.9690	
    0.068300	    0.405162	    -59.9862	
    0.068325	    0.405046	    -60.0033	
    0.068350	    0.404929	    -60.0205	
    0.068375	    0.404812	    -60.0377	
    0.068400	    0.404696	    -60.0549	
    0.068425	    0.404579	    -60.0721	
    0.068450	    0.404462	    -60.0892	
    0.068475	    0.404345	    -60.1064	
    0.068500	    0.404228	    -60.1235	
    0.068525	    0.404111	    -60.1407	
    0.068550	    0.403994	    -60.1578	
    0.068575	    0.403877	    -60.1750	
    0.068600	    0.403760	    -60.1921	
    0.068625	    0.403643	    -60.2093	
    0.068650	    0.403525	    -60.2264	
    0.068675	    0.403408	    -60.2435	
    0.068700	    0.403291	    -60.2607	
    0.068725	    0.403173	    -60.2778	
    0.068750	    0.403056	    -60.2949	
    0.068775	    0.402938	    -60.3120	
    0.068800	    0.402821	    -60.3291	
    0.068825	    0.402703	    -60.3462	
    0.068850	    0.402585	    -60.3633	
    0.068875	    0.402468	    -60.3804	
    0.068900	    0.402350	    -60.3975	
    0.068925	    0.402232	    -60.4146	
    0.068950	    0.402114	    -60.4316	
    0.068975	    0.401996	    -60.4487	
    0.069000	    0.401878	    -60.4658	
    0.069025	    0.401760	    -60.4829	
    0.069050	    0.401642	    -60.4999	
    0.069075	    0.401524	    -60.5170	
    0.069100	    0.401405	    -60.5340	
    0.069125	    0.401287	    -60.5511	
    0.069150	    0.401169	    -60.5681	
    0.069175	    0.401050	    -60.5852	
    0.069200	    0.400932	    -60.6022	
    0.069225	    0.400813	    -60.6192	
    0.069250	    0.400695	    -60.6363	
    0.069275	    0.400576	    -60.6533	
    0.069300	    0.400458	    -60.6703	
    0.069325	    0.400339	    -60.6873	
    0.069350	    0.400220	    -60.7043	
    0.069375	    0.400101	    -60.7213	
    0.069400	    0.399982	    -60.7383	
    0.069425	    0.399863	    -60.7553	
    0.069450	    0.399744	    -60.7723	
    0.069475	    0.399625	    -60.7893	
    0.069500	    0.399506	    -60.8063	
    0.069525	    0.399387	    -60.8233	
    0.069550	    0.399268	    -60.8403	
    0.069575	    0.399149	    -60.8572	
    0.069600	    0.399029	    -60.8742	
    0.069625	    0.398910	    -60.8912	
    0.069650	    0.398791	    -60.9081	
    0.069675	    0.398671	    -60.9251	
    0.069700	    0.398552	    -60.9420	
    0.069725	    0.398432	    -60.9590	
    0.069750	    0.398312	    -60.9759	
    0.069775	    0.398193	    -60.9928	
    0.069800	    0.398073	    -61.0098	
    0.069825	    0.397953	    -61.0267	
    0.069850	    0.397833	    -61.0436	
    0.069875	    0.397713	    -61.0605	
    0.069900	    0.397593	    -61.0775	
    0.069925	    0.397473	    -61.0944	
    0.069950	    0.397353	    -61.1113	
    0.069975	    0.397233	    -61.1282	
    0.070000	    0.397113	    -61.1451	
    0.070025	    0.396993	    -61.1620	
    0.070050	    0.396873	    -61.1788	
    0.070075	    0.396752	    -61.1957	
    0.070100	    0.396632	    -61.2126	
    0.070125	    0.396511	    -61.2295	
    0.070150	    0.396391	    -61.2464	
    0.070175	    0.396270	    -61.2632	
    0.070200	    0.396150	    -61.2801	
    0.070225	    0.396029	    -61.2969	
    0.070250	    0.395908	    -61.3138	
    0.070275	    0.395788	    -61.3306	
    0.070300	    0.395667	    -61.3475	
    0.070325	    0.395546	    -61.3643	
    0.070350	    0.395425	    -61.3812	
    0.070375	    0.395304	    -61.3980	
    0.070400	    0.395183	    -61.4148	
    0.070425	    0.395062	    -61.4316	
    0.070450	    0.394941	    -61.4485	
    0.070475	    0.394819	    -61.4653	
    0.070500	    0.394698	    -61.4821	
    0.070525	    0.394577	    -61.4989	
    0.070550	    0.394456	    -61.5157	
    0.070575	    0.394334	    -61.5325	
    0.070600	    0.394213	    -61.5493	
    0.070625	    0.394091	    -61.5661	
    0.070650	    0.393970	    -61.5828	
    0.070675	    0.393848	    -61.5996	
    0.070700	    0.393726	    -61.6164	
    0.070725	    0.393604	    -61.6332	
    0.070750	    0.393483	    -61.6499	
    0.070775	    0.393361	    -61.6667	
    0.070800	    0.393239	    -61.6835	
    0.070825	    0.393117	    -61.7002	
    0.070850	    0.392995	    -61.7170	
    0.070875	    0.392873	    -61.7337	
    0.070900	    0.392751	    -61.7504	
    0.070925	    0.392629	    -61.7672	
    0.070950	    0.392506	    -61.7839	
    0.070975	    0.392384	    -61.8006	
    0.071000	    0.392262	    -61.8174	
    0.071025	    0.392139	    -61.8341	
    0.071050	    0.392017	    -61.8508	
    0.071075	    0.391894	    -61.8675	
    0.071100	    0.391772	    -61.8842	
    0.071125	    0.391649	    -61.9009	
    0.071150	    0.391526	    -61.9176	
    0.071175	    0.391404	    -61.9343	
    0.071200	    0.391281	    -61.9510	
    0.071225	    0.391158	    -61.9677	
    0.071250	    0.391035	    -61.9843	
    0.071275	    0.390912	    -62.0010	
    0.071300	    0.390789	    -62.0177	
    0.071325	    0.390666	    -62.0343	
    0.071350	    0.390543	    -62.0510	
    0.071375	    0.390420	    -62.0677	
    0.071400	    0.390297	    -62.0843	
    0.071425	    0.390173	    -62.1010	
    0.071450	    0.390050	    -62.1176	
    0.071475	    0.389927	    -62.1342	
    0.071500	    0.389803	    -62.1509	
    0.071525	    0.389680	    -62.1675	
    0.071550	    0.389556	    -62.1841	
    0.071575	    0.389433	    -62.2008	
    0.071600	    0.389309	    -62.2174	
    0.071625	    0.389185	    -62.2340	
    0.071650	    0.389062	    -62.2506	
    0.071675	    0.388938	    -62.2672	
    0.071700	    0.388814	    -62.2838	
    0.071725	    0.388690	    -62.3004	
    0.071750	    0.388566	    -62.3170	
    0.071775	    0.388442	    -62.3336	
    0.071800	    0.388318	    -62.3502	
    0.071825	    0.388194	    -62.3667	
    0.071850	    0.388069	    -62.3833	
    0.071875	    0.387945	    -62.3999	
    0.071900	    0.387821	    -62.4164	
    0.071925	    0.387696	    -62.4330	
    0.071950	    0.387572	    -62.4496	
    0.071975	    0.387448	    -62.4661	
    0.072000	    0.387323	    -62.4827	
    0.072025	    0.387198	    -62.4992	
    0.072050	    0.387074	    -62.5157	
    0.072075	    0.386949	    -62.5323	
    0.072100	    0.386824	    -62.5488	
    0.072125	    0.386699	    -62.5653	
    0.072150	    0.386575	    -62.5819	
    0.072175	    0.386450	    -62.5984	
    0.072200	    0.386325	    -62.6149	
    0.072225	    0.386200	    -62.6314	
    0.072250	    0.386075	    -62.6479	
    0.072275	    0.385949	    -62.6644	
    0.072300	    0.385824	    -62.6809	
    0.072325	    0.385699	    -62.6974	
    0.072350	    0.385574	    -62.7139	
    0.072375	    0.385448	    -62.7304	
    0.072400	    0.385323	    -62.7468	
    0.072425	    0.385197	    -62.7633	
    0.072450	    0.385072	    -62.7798	
    0.072475	    0.384946	    -62.7962	
    0.072500	    0.384821	    -62.8127	
    0.072525	    0.384695	    -62.8292	
    0.072550	    0.384569	    -62.8456	
    0.072575	    0.384443	    -62.8621	
    0.072600	    0.384318	    -62.8785	
    0.072625	    0.384192	    -62.8949	
    0.072650	    0.384066	    -62.9114	
    0.072675	    0.383940	    -62.9278	
    0.072700	    0.383814	    -62.9442	
    0.072725	    0.383687	    -62.9606	
    0.072750	    0.383561	    -62.9771	
    0.072775	    0.383435	    -62.9935	
    0.072800	    0.383309	    -63.0099	
    0.072825	    0.383182	    -63.0263	
    0.072850	    0.383056	    -63.0427	
    0.072875	    0.382929	    -63.0591	
    0.072900	    0.382803	    -63.0755	
    0.072925	    0.382676	    -63.0919	
    0.072950	    0.382550	    -63.1082	
    0.072975	    0.382423	    -63.1246	
    0.073000	    0.382296	    -63.1410	
    0.073025	    0.382169	    -63.1574	
    0.073050	    0.382043	    -63.1737	
    0.073075	    0.381916	    -63.1901	
    0.073100	    0.381789	    -63.2064	
    0.073125	    0.381662	    -63.2228	
    0.073150	    0.381535	    -63.2391	
    0.073175	    0.381407	    -63.2555	
    0.073200	    0.381280	    -63.2718	
    0.073225	    0.381153	    -63.2882	
    0.073250	    0.381026	    -63.3045	
    0.073275	    0.380898	    -63.3208	
    0.073300	    0.380771	    -63.3371	
    0.073325	    0.380643	    -63.3534	
    0.073350	    0.380516	    -63.3698	
    0.073375	    0.380388	    -63.3861	
    0.073400	    0.380261	    -63.4024	
    0.073425	    0.380133	    -63.4187	
    0.073450	    0.380005	    -63.4350	
    0.073475	    0.379877	    -63.4513	
    0.073500	    0.379749	    -63.4675	
    0.073525	    0.379622	    -63.4838	
    0.073550	    0.379494	    -63.5001	
    0.073575	    0.379366	    -63.5164	
    0.073600	    0.379237	    -63.5326	
    0.073625	    0.379109	    -63.5489	
    0.073650	    0.378981	    -63.5652	
    0.073675	    0.378853	    -63.5814	
    0.073700	    0.378725	    -63.5977	
    0.073725	    0.378596	    -63.6139	
    0.073750	    0.378468	    -63.6302	
    0.073775	    0.378339	    -63.6464	
    0.073800	    0.378211	    -63.6626	
    0.073825	    0.378082	    -63.6789	
    0.073850	    0.377953	    -63.6951	
    0.073875	    0.377825	    -63.7113	
    0.073900	    0.377696	    -63.7275	
    0.073925	    0.377567	    -63.7437	
    0.073950	    0.377438	    -63.7599	
    0.073975	    0.377309	    -63.7761	
    0.074000	    0.377180	    -63.7923	
    0.074025	    0.377051	    -63.8085	
    0.074050	    0.376922	    -63.8247	
    0.074075	    0.376793	    -63.8409	
    0.074100	    0.376664	    -63.8571	
    0.074125	    0.376535	    -63.8733	
    0.074150	    0.376405	    -63.8894	
    0.074175	    0.376276	    -63.9056	
    0.074200	    0.376146	    -63.9218	
    0.074225	    0.376017	    -63.9379	
    0.074250	    0.375887	    -63.9541	
    0.074275	    0.375758	    -63.9702	
    0.074300	    0.375628	    -63.9864	
    0.074325	    0.375498	    -64.0025	
    0.074350	    0.375369	    -64.0187	
    0.074375	    0.375239	    -64.0348	
    0.074400	    0.375109	    -64.0509	
    0.074425	    0.374979	    -64.0671	
    0.074450	    0.374849	    -64.0832	
    0.074475	    0.374719	    -64.0993	
    0.074500	    0.374589	    -64.1154	
    0.074525	    0.374459	    -64.1315	
    0.074550	    0.374328	    -64.1476	
    0.074575	    0.374198	    -64.1637	
    0.074600	    0.374068	    -64.1798	
    0.074625	    0.373937	    -64.1959	
    0.074650	    0.373807	    -64.2120	
    0.074675	    0.373676	    -64.2281	
    0.074700	    0.373546	    -64.2441	
    0.074725	    0.373415	    -64.2602	
    0.074750	    0.373285	    -64.2763	
    0.074775	    0.373154	    -64.2923	
    0.074800	    0.373023	    -64.3084	
    0.074825	    0.372892	    -64.3245	
    0.074850	    0.372761	    -64.3405	
    0.074875	    0.372630	    -64.3566	
    0.074900	    0.372499	    -64.3726	
    0.074925	    0.372368	    -64.3886	
    0.074950	    0.372237	    -64.4047	
    0.074975	    0.372106	    -64.4207	
    0.075000	    0.371975	    -64.4367	
    0.075025	    0.371843	    -64.4527	
    0.075050	    0.371712	    -64.4688	
    0.075075	    0.371581	    -64.4848	
    0.075100	    0.371449	    -64.5008	
    0.075125	    0.371318	    -64.5168	
    0.075150	    0.371186	    -64.5328	
    0.075175	    0.371054	    -64.5488	
    0.075200	    0.370923	    -64.5648	
    0.075225	    0.370791	    -64.5807	
    0.075250	    0.370659	    -64.5967	
    0.075275	    0.370527	    -64.6127	
    0.075300	    0.370395	    -64.6287	
    0.075325	    0.370263	    -64.6446	
    0.075350	    0.370131	    -64.6606	
    0.075375	    0.369999	    -64.6766	
    0.075400	    0.369867	    -64.6925	
    0.075425	    0.369735	    -64.7085	
    0.075450	    0.369603	    -64.7244	
    0.075475	    0.369470	    -64.7404	
    0.075500	    0.369338	    -64.7563	
    0.075525	    0.369205	    -64.7722	
    0.075550	    0.369073	    -64.7882	
    0.075575	    0.368940	    -64.8041	
    0.075600	    0.368808	    -64.8200	
    0.075625	    0.368675	    -64.8359	
    0.075650	    0.368542	    -64.8518	
    0.075675	    0.368410	    -64.8677	
    0.075700	    0.368277	    -64.8836	
    0.075725	    0.368144	    -64.8995	
    0.075750	    0.368011	    -64.9154	
    0.075775	    0.367878	    -64.9313	
    0.075800	    0.367745	    -64.9472	
    0.075825	    0.367612	    -64.9631	
    0.075850	    0.367479	    -64.9790	
    0.075875	    0.367345	    -64.9948	
    0.075900	    0.367212	    -65.0107	
    0.075925	    0.367079	    -65.0266	
    0.075950	    0.366945	    -65.0424	
    0.075975	    0.366812	    -65.0583	
    0.076000	    0.366678	    -65.0741	
    0.076025	    0.366545	    -65.0900	
    0.076050	    0.366411	    -65.1058	
    0.076075	    0.366277	    -65.1217	
    0.076100	    0.366144	    -65.1375	
    0.076125	    0.366010	    -65.1533	
    0.076150	    0.365876	    -65.1691	
    0.076175	    0.365742	    -65.1850	
    0.076200	    0.365608	    -65.2008	
    0.076225	    0.365474	    -65.2166	
    0.076250	    0.365340	    -65.2324	
    0.076275	    0.365206	    -65.2482	
    0.076300	    0.365071	    -65.2640	
    0.076325	    0.364937	    -65.2798	
    0.076350	    0.364803	    -65.2956	
    0.076375	    0.364668	    -65.3114	
    0.076400	    0.364534	    -65.3272	
    0.076425	    0.364400	    -65.3429	
    0.076450	    0.364265	    -65.3587	
    0.076475	    0.364130	    -65.3745	
    0.076500	    0.363996	    -65.3902	
    0.076525	    0.363861	    -65.4060	
    0.076550	    0.363726	    -65.4218	
    0.076575	    0.363591	    -65.4375	
    0.076600	    0.363456	    -65.4532	
    0.076625	    0.363321	    -65.4690	
    0.076650	    0.363186	    -65.4847	
    0.076675	    0.363051	    -65.5005	
    0.076700	    0.362916	    -65.5162	
    0.076725	    0.362781	    -65.5319	
    0.076750	    0.362646	    -65.5476	
    0.076775	    0.362510	    -65.5634	
    0.076800	    0.362375	    -65.5791	
    0.076825	    0.362240	    -65.5948	
    0.076850	    0.362104	    -65.6105	
    0.076875	    0.361969	    -65.6262	
    0.076900	    0.361833	    -65.6419	
    0.076925	    0.361697	    -65.6576	
    0.076950	    0.361562	    -65.6732	
    0.076975	    0.361426	    -65.6889	
    0.077000	    0.361290	    -65.7046	
    0.077025	    0.361154	    -65.7203	
    0.077050	    0.361018	    -65.7359	
    0.077075	    0.360882	    -65.7516	
    0.077100	    0.360746	    -65.7673	
    0.077125	    0.360610	    -65.7829	
    0.077150	    0.360474	    -65.7986	
    0.077175	    0.360338	    -65.8142	
    0.077200	    0.360201	    -65.8299	
    0.077225	    0.360065	    -65.8455	
    0.077250	    0.359929	    -65.8611	
    0.077275	    0.359792	    -65.8768	
    0.077300	    0.359656	    -65.8924	
    0.077325	    0.359519	    -65.9080	
    0.077350	    0.359382	    -65.9236	
    0.077375	    0.359246	    -65.9392	
    0.077400	    0.359109	    -65.9548	
    0.077425	    0.358972	    -65.9704	
    0.077450	    0.358835	    -65.9860	
    0.077475	    0.358698	    -66.0016	
    0.077500	    0.358561	    -66.0172	
    0.077525	    0.358424	    -66.0328	
    0.077550	    0.358287	    -66.0484	
    0.077575	    0.358150	    -66.0640	
    0.077600	    0.358013	    -66.0795	
    0.077625	    0.357876	    -66.0951	
    0.077650	    0.357738	    -66.1107	
    0.077675	    0.357601	    -66.1262	
    0.077700	    0.357463	    -66.1418	
    0.077725	    0.357326	    -66.1573	
    0.077750	    0.357188	    -66.1729	
    0.077775	    0.357051	    -66.1884	
    0.077800	    0.356913	    -66.2040	
    0.077825	    0.356775	    -66.2195	
    0.077850	    0.356637	    -66.2350	
    0.077875	    0.356500	    -66.2506	
    0.077900	    0.356362	    -66.2661	
    0.077925	    0.356224	    -66.2816	
    0.077950	    0.356086	    -66.2971	
    0.077975	    0.355947	    -66.3126	
    0.078000	    0.355809	    -66.3281	
    0.078025	    0.355671	    -66.3436	
    0.078050	    0.355533	    -66.3591	
    0.078075	    0.355395	    -66.3746	
    0.078100	    0.355256	    -66.3901	
    0.078125	    0.355118	    -66.4056	
    0.078150	    0.354979	    -66.4211	
    0.078175	    0.354841	    -66.4365	
    0.078200	    0.354702	    -66.4520	
    0.078225	    0.354563	    -66.4675	
    0.078250	    0.354425	    -66.4829	
    0.078275	    0.354286	    -66.4984	
    0.078300	    0.354147	    -66.5138	
    0.078325	    0.354008	    -66.5293	
    0.078350	    0.353869	    -66.5447	
    0.078375	    0.353730	    -66.5602	
    0.078400	    0.353591	    -66.5756	
    0.078425	    0.353452	    -66.5910	
    0.078450	    0.353313	    -66.6065	
    0.078475	    0.353173	    -66.6219	
    0.078500	    0.353034	    -66.6373	
    0.078525	    0.352895	    -66.6527	
    0.078550	    0.352755	    -66.6681	
    0.078575	    0.352616	    -66.6835	
    0.078600	    0.352476	    -66.6989	
    0.078625	    0.352336	    -66.7143	
    0.078650	    0.352197	    -66.7297	
    0.078675	    0.352057	    -66.7451	
    0.078700	    0.351917	    -66.7605	
    0.078725	    0.351777	    -66.7759	
    0.078750	    0.351637	    -66.7912	
    0.078775	    0.351497	    -66.8066	
    0.078800	    0.351357	    -66.8220	
    0.078825	    0.351217	    -66.8373	
    0.078850	    0.351077	    -66.8527	
    0.078875	    0.350937	    -66.8680	
    0.078900	    0.350797	    -66.8834	
    0.078925	    0.350656	    -66.8987	
    0.078950	    0.350516	    -66.9141	
    0.078975	    0.350376	    -66.9294	
    0.079000	    0.350235	    -66.9447	
    0.079025	    0.350094	    -66.9601	
    0.079050	    0.349954	    -66.9754	
    0.079075	    0.349813	    -66.9907	
    0.079100	    0.349672	    -67.0060	
    0.079125	    0.349532	    -67.0213	
    0.079150	    0.349391	    -67.0366	
    0.079175	    0.349250	    -67.0519	
    0.079200	    0.349109	    -67.0672	
    0.079225	    0.348968	    -67.0825	
    0.079250	    0.348827	    -67.0978	
    0.079275	    0.348686	    -67.1131	
    0.079300	    0.348544	    -67.1284	
    0.079325	    0.348403	    -67.1436	
    0.079350	    0.348262	    -67.1589	
    0.079375	    0.348120	    -67.1742	
    0.079400	    0.347979	    -67.1894	
    0.079425	    0.347837	    -67.2047	
    0.079450	    0.347696	    -67.2200	
    0.079475	    0.347554	    -67.2352	
    0.079500	    0.347412	    -67.2504	
    0.079525	    0.347271	    -67.2657	
    0.079550	    0.347129	    -67.2809	
    0.079575	    0.346987	    -67.2962	
    0.079600	    0.346845	    -67.3114	
    0.079625	    0.346703	    -67.3266	
    0.079650	    0.346561	    -67.3418	
    0.079675	    0.346419	    -67.3570	
    0.079700	    0.346277	    -67.3722	
    0.079725	    0.346135	    -67.3875	
    0.079750	    0.345992	    -67.4027	
    0.079775	    0.345850	    -67.4179	
    0.079800	    0.345708	    -67.4330	
    0.079825	    0.345565	    -67.4482	
    0.079850	    0.345423	    -67.4634	
    0.079875	    0.345280	    -67.4786	
    0.079900	    0.345137	    -67.4938	
    0.079925	    0.344995	    -67.5089	
    0.079950	    0.344852	    -67.5241	
    0.079975	    0.344709	    -67.5393	
    0.080000	    0.344566	    -67.5544	
    0.080025	    0.344423	    -67.5696	
    0.080050	    0.344280	    -67.5847	
    0.080075	    0.344137	    -67.5999	
    0.080100	    0.343994	    -67.6150	
