Force: -0.1754374456793037
Flowrate: 0.013932787827220754
Power: 0.07147520155364247
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.027550	    0.531808	    -26.6425	
    0.027575	    0.531765	    -26.6657	
    0.027600	    0.531723	    -26.6889	
    0.027625	    0.531680	    -26.7121	
    0.027650	    0.531638	    -26.7353	
    0.027675	    0.531595	    -26.7586	
    0.027700	    0.531553	    -26.7818	
    0.027725	    0.531510	    -26.8050	
    0.027750	    0.531467	    -26.8282	
    0.027775	    0.531425	    -26.8514	
    0.027800	    0.531382	    -26.8746	
    0.027825	    0.531339	    -26.8978	
    0.027850	    0.531296	    -26.9210	
    0.027875	    0.531253	    -26.9441	
    0.027900	    0.531210	    -26.9673	
    0.027925	    0.531167	    -26.9905	
    0.027950	    0.531124	    -27.0137	
    0.027975	    0.531081	    -27.0369	
    0.028000	    0.531038	    -27.0601	
    0.028025	    0.530995	    -27.0832	
    0.028050	    0.530952	    -27.1064	
    0.028075	    0.530909	    -27.1296	
    0.028100	    0.530866	    -27.1527	
    0.028125	    0.530822	    -27.1759	
    0.028150	    0.530779	    -27.1991	
    0.028175	    0.530736	    -27.2222	
    0.028200	    0.530692	    -27.2454	
    0.028225	    0.530649	    -27.2685	
    0.028250	    0.530605	    -27.2917	
    0.028275	    0.530562	    -27.3148	
    0.028300	    0.530518	    -27.3380	
    0.028325	    0.530474	    -27.3611	
    0.028350	    0.530431	    -27.3843	
    0.028375	    0.530387	    -27.4074	
    0.028400	    0.530343	    -27.4305	
    0.028425	    0.530300	    -27.4537	
    0.028450	    0.530256	    -27.4768	
    0.028475	    0.530212	    -27.4999	
    0.028500	    0.530168	    -27.5231	
    0.028525	    0.530124	    -27.5462	
    0.028550	    0.530080	    -27.5693	
    0.028575	    0.530036	    -27.5924	
    0.028600	    0.529992	    -27.6155	
    0.028625	    0.529948	    -27.6386	
    0.028650	    0.529904	    -27.6618	
    0.028675	    0.529860	    -27.6849	
    0.028700	    0.529815	    -27.7080	
    0.028725	    0.529771	    -27.7311	
    0.028750	    0.529727	    -27.7542	
    0.028775	    0.529683	    -27.7773	
    0.028800	    0.529638	    -27.8004	
    0.028825	    0.529594	    -27.8234	
    0.028850	    0.529549	    -27.8465	
    0.028875	    0.529505	    -27.8696	
    0.028900	    0.529460	    -27.8927	
    0.028925	    0.529416	    -27.9158	
    0.028950	    0.529371	    -27.9389	
    0.028975	    0.529326	    -27.9619	
    0.029000	    0.529282	    -27.9850	
    0.029025	    0.529237	    -28.0081	
    0.029050	    0.529192	    -28.0311	
    0.029075	    0.529147	    -28.0542	
    0.029100	    0.529102	    -28.0773	
    0.029125	    0.529058	    -28.1003	
    0.029150	    0.529013	    -28.1234	
    0.029175	    0.528968	    -28.1464	
    0.029200	    0.528923	    -28.1695	
    0.029225	    0.528878	    -28.1925	
    0.029250	    0.528832	    -28.2156	
    0.029275	    0.528787	    -28.2386	
    0.029300	    0.528742	    -28.2617	
    0.029325	    0.528697	    -28.2847	
    0.029350	    0.528652	    -28.3077	
    0.029375	    0.528606	    -28.3308	
    0.029400	    0.528561	    -28.3538	
    0.029425	    0.528516	    -28.3768	
    0.029450	    0.528470	    -28.3999	
    0.029475	    0.528425	    -28.4229	
    0.029500	    0.528379	    -28.4459	
    0.029525	    0.528334	    -28.4689	
    0.029550	    0.528288	    -28.4919	
    0.029575	    0.528242	    -28.5149	
    0.029600	    0.528197	    -28.5380	
    0.029625	    0.528151	    -28.5610	
    0.029650	    0.528105	    -28.5840	
    0.029675	    0.528060	    -28.6070	
    0.029700	    0.528014	    -28.6300	
    0.029725	    0.527968	    -28.6530	
    0.029750	    0.527922	    -28.6760	
    0.029775	    0.527876	    -28.6989	
    0.029800	    0.527830	    -28.7219	
    0.029825	    0.527784	    -28.7449	
    0.029850	    0.527738	    -28.7679	
    0.029875	    0.527692	    -28.7909	
    0.029900	    0.527646	    -28.8138	
    0.029925	    0.527599	    -28.8368	
    0.029950	    0.527553	    -28.8598	
    0.029975	    0.527507	    -28.8828	
    0.030000	    0.527461	    -28.9057	
    0.030025	    0.527414	    -28.9287	
    0.030050	    0.527368	    -28.9517	
    0.030075	    0.527321	    -28.9746	
    0.030100	    0.527275	    -28.9976	
    0.030125	    0.527228	    -29.0205	
    0.030150	    0.527182	    -29.0435	
    0.030175	    0.527135	    -29.0664	
    0.030200	    0.527089	    -29.0894	
    0.030225	    0.527042	    -29.1123	
    0.030250	    0.526995	    -29.1352	
    0.030275	    0.526949	    -29.1582	
    0.030300	    0.526902	    -29.1811	
    0.030325	    0.526855	    -29.2040	
    0.030350	    0.526808	    -29.2270	
    0.030375	    0.526761	    -29.2499	
    0.030400	    0.526714	    -29.2728	
    0.030425	    0.526667	    -29.2957	
    0.030450	    0.526620	    -29.3186	
    0.030475	    0.526573	    -29.3416	
    0.030500	    0.526526	    -29.3645	
    0.030525	    0.526479	    -29.3874	
    0.030550	    0.526432	    -29.4103	
    0.030575	    0.526384	    -29.4332	
    0.030600	    0.526337	    -29.4561	
    0.030625	    0.526290	    -29.4790	
    0.030650	    0.526242	    -29.5019	
    0.030675	    0.526195	    -29.5248	
    0.030700	    0.526147	    -29.5476	
    0.030725	    0.526100	    -29.5705	
    0.030750	    0.526052	    -29.5934	
    0.030775	    0.526005	    -29.6163	
    0.030800	    0.525957	    -29.6392	
    0.030825	    0.525910	    -29.6620	
    0.030850	    0.525862	    -29.6849	
    0.030875	    0.525814	    -29.7078	
    0.030900	    0.525766	    -29.7307	
    0.030925	    0.525719	    -29.7535	
    0.030950	    0.525671	    -29.7764	
    0.030975	    0.525623	    -29.7992	
    0.031000	    0.525575	    -29.8221	
    0.031025	    0.525527	    -29.8449	
    0.031050	    0.525479	    -29.8678	
    0.031075	    0.525431	    -29.8906	
    0.031100	    0.525383	    -29.9135	
    0.031125	    0.525335	    -29.9363	
    0.031150	    0.525286	    -29.9592	
    0.031175	    0.525238	    -29.9820	
    0.031200	    0.525190	    -30.0048	
    0.031225	    0.525142	    -30.0277	
    0.031250	    0.525093	    -30.0505	
    0.031275	    0.525045	    -30.0733	
    0.031300	    0.524997	    -30.0961	
    0.031325	    0.524948	    -30.1190	
    0.031350	    0.524900	    -30.1418	
    0.031375	    0.524851	    -30.1646	
    0.031400	    0.524802	    -30.1874	
    0.031425	    0.524754	    -30.2102	
    0.031450	    0.524705	    -30.2330	
    0.031475	    0.524656	    -30.2558	
    0.031500	    0.524608	    -30.2786	
    0.031525	    0.524559	    -30.3014	
    0.031550	    0.524510	    -30.3242	
    0.031575	    0.524461	    -30.3470	
    0.031600	    0.524412	    -30.3698	
    0.031625	    0.524363	    -30.3926	
    0.031650	    0.524314	    -30.4153	
    0.031675	    0.524265	    -30.4381	
    0.031700	    0.524216	    -30.4609	
    0.031725	    0.524167	    -30.4837	
    0.031750	    0.524118	    -30.5064	
    0.031775	    0.524069	    -30.5292	
    0.031800	    0.524019	    -30.5520	
    0.031825	    0.523970	    -30.5747	
    0.031850	    0.523921	    -30.5975	
    0.031875	    0.523872	    -30.6202	
    0.031900	    0.523822	    -30.6430	
    0.031925	    0.523773	    -30.6657	
    0.031950	    0.523723	    -30.6885	
    0.031975	    0.523674	    -30.7112	
    0.032000	    0.523624	    -30.7340	
    0.032025	    0.523574	    -30.7567	
    0.032050	    0.523525	    -30.7795	
    0.032075	    0.523475	    -30.8022	
    0.032100	    0.523425	    -30.8249	
    0.032125	    0.523376	    -30.8476	
    0.032150	    0.523326	    -30.8704	
    0.032175	    0.523276	    -30.8931	
    0.032200	    0.523226	    -30.9158	
    0.032225	    0.523176	    -30.9385	
    0.032250	    0.523126	    -30.9612	
    0.032275	    0.523076	    -30.9839	
    0.032300	    0.523026	    -31.0067	
    0.032325	    0.522976	    -31.0294	
    0.032350	    0.522926	    -31.0521	
    0.032375	    0.522876	    -31.0748	
    0.032400	    0.522826	    -31.0975	
    0.032425	    0.522775	    -31.1201	
    0.032450	    0.522725	    -31.1428	
    0.032475	    0.522675	    -31.1655	
    0.032500	    0.522624	    -31.1882	
    0.032525	    0.522574	    -31.2109	
    0.032550	    0.522523	    -31.2336	
    0.032575	    0.522473	    -31.2562	
    0.032600	    0.522422	    -31.2789	
    0.032625	    0.522372	    -31.3016	
    0.032650	    0.522321	    -31.3242	
    0.032675	    0.522270	    -31.3469	
    0.032700	    0.522220	    -31.3696	
    0.032725	    0.522169	    -31.3922	
    0.032750	    0.522118	    -31.4149	
    0.032775	    0.522067	    -31.4375	
    0.032800	    0.522016	    -31.4602	
    0.032825	    0.521966	    -31.4828	
    0.032850	    0.521915	    -31.5055	
    0.032875	    0.521864	    -31.5281	
    0.032900	    0.521813	    -31.5508	
    0.032925	    0.521761	    -31.5734	
    0.032950	    0.521710	    -31.5960	
    0.032975	    0.521659	    -31.6186	
    0.033000	    0.521608	    -31.6413	
    0.033025	    0.521557	    -31.6639	
    0.033050	    0.521505	    -31.6865	
    0.033075	    0.521454	    -31.7091	
    0.033100	    0.521403	    -31.7317	
    0.033125	    0.521351	    -31.7544	
    0.033150	    0.521300	    -31.7770	
    0.033175	    0.521248	    -31.7996	
    0.033200	    0.521197	    -31.8222	
    0.033225	    0.521145	    -31.8448	
    0.033250	    0.521094	    -31.8674	
    0.033275	    0.521042	    -31.8900	
    0.033300	    0.520990	    -31.9125	
    0.033325	    0.520939	    -31.9351	
    0.033350	    0.520887	    -31.9577	
    0.033375	    0.520835	    -31.9803	
    0.033400	    0.520783	    -32.0029	
    0.033425	    0.520731	    -32.0254	
    0.033450	    0.520679	    -32.0480	
    0.033475	    0.520627	    -32.0706	
    0.033500	    0.520575	    -32.0932	
    0.033525	    0.520523	    -32.1157	
    0.033550	    0.520471	    -32.1383	
    0.033575	    0.520419	    -32.1608	
    0.033600	    0.520367	    -32.1834	
    0.033625	    0.520315	    -32.2059	
    0.033650	    0.520262	    -32.2285	
    0.033675	    0.520210	    -32.2510	
    0.033700	    0.520158	    -32.2736	
    0.033725	    0.520105	    -32.2961	
    0.033750	    0.520053	    -32.3187	
    0.033775	    0.520000	    -32.3412	
    0.033800	    0.519948	    -32.3637	
    0.033825	    0.519895	    -32.3862	
    0.033850	    0.519843	    -32.4088	
    0.033875	    0.519790	    -32.4313	
    0.033900	    0.519737	    -32.4538	
    0.033925	    0.519685	    -32.4763	
    0.033950	    0.519632	    -32.4988	
    0.033975	    0.519579	    -32.5213	
    0.034000	    0.519526	    -32.5438	
    0.034025	    0.519473	    -32.5664	
    0.034050	    0.519420	    -32.5889	
    0.034075	    0.519367	    -32.6114	
    0.034100	    0.519314	    -32.6338	
    0.034125	    0.519261	    -32.6563	
    0.034150	    0.519208	    -32.6788	
    0.034175	    0.519155	    -32.7013	
    0.034200	    0.519102	    -32.7238	
    0.034225	    0.519049	    -32.7463	
    0.034250	    0.518995	    -32.7687	
    0.034275	    0.518942	    -32.7912	
    0.034300	    0.518889	    -32.8137	
    0.034325	    0.518835	    -32.8362	
    0.034350	    0.518782	    -32.8586	
    0.034375	    0.518728	    -32.8811	
    0.034400	    0.518675	    -32.9035	
    0.034425	    0.518621	    -32.9260	
    0.034450	    0.518568	    -32.9484	
    0.034475	    0.518514	    -32.9709	
    0.034500	    0.518460	    -32.9933	
    0.034525	    0.518407	    -33.0158	
    0.034550	    0.518353	    -33.0382	
    0.034575	    0.518299	    -33.0607	
    0.034600	    0.518245	    -33.0831	
    0.034625	    0.518191	    -33.1055	
    0.034650	    0.518138	    -33.1279	
    0.034675	    0.518084	    -33.1504	
    0.034700	    0.518030	    -33.1728	
    0.034725	    0.517976	    -33.1952	
    0.034750	    0.517921	    -33.2176	
    0.034775	    0.517867	    -33.2400	
    0.034800	    0.517813	    -33.2624	
    0.034825	    0.517759	    -33.2849	
    0.034850	    0.517705	    -33.3073	
    0.034875	    0.517650	    -33.3297	
    0.034900	    0.517596	    -33.3521	
    0.034925	    0.517542	    -33.3744	
    0.034950	    0.517487	    -33.3968	
    0.034975	    0.517433	    -33.4192	
    0.035000	    0.517378	    -33.4416	
    0.035025	    0.517324	    -33.4640	
    0.035050	    0.517269	    -33.4864	
    0.035075	    0.517215	    -33.5087	
    0.035100	    0.517160	    -33.5311	
    0.035125	    0.517105	    -33.5535	
    0.035150	    0.517050	    -33.5758	
    0.035175	    0.516996	    -33.5982	
    0.035200	    0.516941	    -33.6206	
    0.035225	    0.516886	    -33.6429	
    0.035250	    0.516831	    -33.6653	
    0.035275	    0.516776	    -33.6876	
    0.035300	    0.516721	    -33.7100	
    0.035325	    0.516666	    -33.7323	
    0.035350	    0.516611	    -33.7547	
    0.035375	    0.516556	    -33.7770	
    0.035400	    0.516501	    -33.7993	
    0.035425	    0.516445	    -33.8217	
    0.035450	    0.516390	    -33.8440	
    0.035475	    0.516335	    -33.8663	
    0.035500	    0.516280	    -33.8886	
    0.035525	    0.516224	    -33.9110	
    0.035550	    0.516169	    -33.9333	
    0.035575	    0.516113	    -33.9556	
    0.035600	    0.516058	    -33.9779	
    0.035625	    0.516002	    -34.0002	
    0.035650	    0.515947	    -34.0225	
    0.035675	    0.515891	    -34.0448	
    0.035700	    0.515835	    -34.0671	
    0.035725	    0.515780	    -34.0894	
    0.035750	    0.515724	    -34.1117	
    0.035775	    0.515668	    -34.1340	
    0.035800	    0.515612	    -34.1563	
    0.035825	    0.515556	    -34.1785	
    0.035850	    0.515500	    -34.2008	
    0.035875	    0.515445	    -34.2231	
    0.035900	    0.515389	    -34.2454	
    0.035925	    0.515332	    -34.2676	
    0.035950	    0.515276	    -34.2899	
    0.035975	    0.515220	    -34.3122	
    0.036000	    0.515164	    -34.3344	
    0.036025	    0.515108	    -34.3567	
    0.036050	    0.515052	    -34.3789	
    0.036075	    0.514995	    -34.4012	
    0.036100	    0.514939	    -34.4234	
    0.036125	    0.514883	    -34.4457	
    0.036150	    0.514826	    -34.4679	
    0.036175	    0.514770	    -34.4902	
    0.036200	    0.514713	    -34.5124	
    0.036225	    0.514657	    -34.5346	
    0.036250	    0.514600	    -34.5568	
    0.036275	    0.514544	    -34.5791	
    0.036300	    0.514487	    -34.6013	
    0.036325	    0.514430	    -34.6235	
    0.036350	    0.514373	    -34.6457	
    0.036375	    0.514317	    -34.6679	
    0.036400	    0.514260	    -34.6901	
    0.036425	    0.514203	    -34.7124	
    0.036450	    0.514146	    -34.7346	
    0.036475	    0.514089	    -34.7568	
    0.036500	    0.514032	    -34.7789	
    0.036525	    0.513975	    -34.8011	
    0.036550	    0.513918	    -34.8233	
    0.036575	    0.513861	    -34.8455	
    0.036600	    0.513804	    -34.8677	
    0.036625	    0.513746	    -34.8899	
    0.036650	    0.513689	    -34.9121	
    0.036675	    0.513632	    -34.9342	
    0.036700	    0.513574	    -34.9564	
    0.036725	    0.513517	    -34.9786	
    0.036750	    0.513460	    -35.0007	
    0.036775	    0.513402	    -35.0229	
    0.036800	    0.513345	    -35.0451	
    0.036825	    0.513287	    -35.0672	
    0.036850	    0.513230	    -35.0894	
    0.036875	    0.513172	    -35.1115	
    0.036900	    0.513114	    -35.1337	
    0.036925	    0.513057	    -35.1558	
    0.036950	    0.512999	    -35.1779	
    0.036975	    0.512941	    -35.2001	
    0.037000	    0.512883	    -35.2222	
    0.037025	    0.512825	    -35.2443	
    0.037050	    0.512767	    -35.2665	
    0.037075	    0.512709	    -35.2886	
    0.037100	    0.512651	    -35.3107	
    0.037125	    0.512593	    -35.3328	
    0.037150	    0.512535	    -35.3549	
    0.037175	    0.512477	    -35.3770	
    0.037200	    0.512419	    -35.3991	
    0.037225	    0.512361	    -35.4212	
    0.037250	    0.512302	    -35.4433	
    0.037275	    0.512244	    -35.4654	
    0.037300	    0.512186	    -35.4875	
    0.037325	    0.512127	    -35.5096	
    0.037350	    0.512069	    -35.5317	
    0.037375	    0.512011	    -35.5538	
    0.037400	    0.511952	    -35.5759	
    0.037425	    0.511893	    -35.5980	
    0.037450	    0.511835	    -35.6200	
    0.037475	    0.511776	    -35.6421	
    0.037500	    0.511718	    -35.6642	
    0.037525	    0.511659	    -35.6862	
    0.037550	    0.511600	    -35.7083	
    0.037575	    0.511541	    -35.7303	
    0.037600	    0.511482	    -35.7524	
    0.037625	    0.511424	    -35.7744	
    0.037650	    0.511365	    -35.7965	
    0.037675	    0.511306	    -35.8185	
    0.037700	    0.511247	    -35.8406	
    0.037725	    0.511188	    -35.8626	
    0.037750	    0.511128	    -35.8847	
    0.037775	    0.511069	    -35.9067	
    0.037800	    0.511010	    -35.9287	
    0.037825	    0.510951	    -35.9507	
    0.037850	    0.510892	    -35.9728	
    0.037875	    0.510832	    -35.9948	
    0.037900	    0.510773	    -36.0168	
    0.037925	    0.510714	    -36.0388	
    0.037950	    0.510654	    -36.0608	
    0.037975	    0.510595	    -36.0828	
    0.038000	    0.510535	    -36.1048	
    0.038025	    0.510476	    -36.1268	
    0.038050	    0.510416	    -36.1488	
    0.038075	    0.510356	    -36.1708	
    0.038100	    0.510297	    -36.1928	
    0.038125	    0.510237	    -36.2148	
    0.038150	    0.510177	    -36.2368	
    0.038175	    0.510117	    -36.2587	
    0.038200	    0.510057	    -36.2807	
    0.038225	    0.509998	    -36.3027	
    0.038250	    0.509938	    -36.3247	
    0.038275	    0.509878	    -36.3466	
    0.038300	    0.509818	    -36.3686	
    0.038325	    0.509758	    -36.3905	
    0.038350	    0.509697	    -36.4125	
    0.038375	    0.509637	    -36.4345	
    0.038400	    0.509577	    -36.4564	
    0.038425	    0.509517	    -36.4784	
    0.038450	    0.509457	    -36.5003	
    0.038475	    0.509396	    -36.5222	
    0.038500	    0.509336	    -36.5442	
    0.038525	    0.509275	    -36.5661	
    0.038550	    0.509215	    -36.5880	
    0.038575	    0.509154	    -36.6100	
    0.038600	    0.509094	    -36.6319	
    0.038625	    0.509033	    -36.6538	
    0.038650	    0.508973	    -36.6757	
    0.038675	    0.508912	    -36.6976	
    0.038700	    0.508851	    -36.7195	
    0.038725	    0.508791	    -36.7414	
    0.038750	    0.508730	    -36.7633	
    0.038775	    0.508669	    -36.7852	
    0.038800	    0.508608	    -36.8071	
    0.038825	    0.508547	    -36.8290	
    0.038850	    0.508486	    -36.8509	
    0.038875	    0.508425	    -36.8728	
    0.038900	    0.508364	    -36.8947	
    0.038925	    0.508303	    -36.9166	
    0.038950	    0.508242	    -36.9385	
    0.038975	    0.508181	    -36.9603	
    0.039000	    0.508120	    -36.9822	
    0.039025	    0.508058	    -37.0041	
    0.039050	    0.507997	    -37.0259	
    0.039075	    0.507936	    -37.0478	
    0.039100	    0.507874	    -37.0696	
    0.039125	    0.507813	    -37.0915	
    0.039150	    0.507751	    -37.1133	
    0.039175	    0.507690	    -37.1352	
    0.039200	    0.507628	    -37.1570	
    0.039225	    0.507567	    -37.1789	
    0.039250	    0.507505	    -37.2007	
    0.039275	    0.507443	    -37.2225	
    0.039300	    0.507382	    -37.2444	
    0.039325	    0.507320	    -37.2662	
    0.039350	    0.507258	    -37.2880	
    0.039375	    0.507196	    -37.3098	
    0.039400	    0.507134	    -37.3316	
    0.039425	    0.507072	    -37.3535	
    0.039450	    0.507011	    -37.3753	
    0.039475	    0.506948	    -37.3971	
    0.039500	    0.506886	    -37.4189	
    0.039525	    0.506824	    -37.4407	
    0.039550	    0.506762	    -37.4625	
    0.039575	    0.506700	    -37.4843	
    0.039600	    0.506638	    -37.5060	
    0.039625	    0.506575	    -37.5278	
    0.039650	    0.506513	    -37.5496	
    0.039675	    0.506451	    -37.5714	
    0.039700	    0.506388	    -37.5932	
    0.039725	    0.506326	    -37.6149	
    0.039750	    0.506263	    -37.6367	
    0.039775	    0.506201	    -37.6585	
    0.039800	    0.506138	    -37.6802	
    0.039825	    0.506076	    -37.7020	
    0.039850	    0.506013	    -37.7237	
    0.039875	    0.505950	    -37.7455	
    0.039900	    0.505888	    -37.7672	
    0.039925	    0.505825	    -37.7890	
    0.039950	    0.505762	    -37.8107	
    0.039975	    0.505699	    -37.8325	
    0.040000	    0.505636	    -37.8542	
    0.040025	    0.505573	    -37.8759	
    0.040050	    0.505510	    -37.8977	
    0.040075	    0.505447	    -37.9194	
    0.040100	    0.505384	    -37.9411	
    0.040125	    0.505321	    -37.9628	
    0.040150	    0.505258	    -37.9845	
    0.040175	    0.505195	    -38.0063	
    0.040200	    0.505131	    -38.0280	
    0.040225	    0.505068	    -38.0497	
    0.040250	    0.505005	    -38.0714	
    0.040275	    0.504941	    -38.0931	
    0.040300	    0.504878	    -38.1148	
    0.040325	    0.504814	    -38.1364	
    0.040350	    0.504751	    -38.1581	
    0.040375	    0.504687	    -38.1798	
    0.040400	    0.504624	    -38.2015	
    0.040425	    0.504560	    -38.2232	
    0.040450	    0.504496	    -38.2448	
    0.040475	    0.504433	    -38.2665	
    0.040500	    0.504369	    -38.2882	
    0.040525	    0.504305	    -38.3098	
    0.040550	    0.504241	    -38.3315	
    0.040575	    0.504177	    -38.3532	
    0.040600	    0.504113	    -38.3748	
    0.040625	    0.504049	    -38.3965	
    0.040650	    0.503985	    -38.4181	
    0.040675	    0.503921	    -38.4397	
    0.040700	    0.503857	    -38.4614	
    0.040725	    0.503793	    -38.4830	
    0.040750	    0.503729	    -38.5046	
    0.040775	    0.503665	    -38.5263	
    0.040800	    0.503600	    -38.5479	
    0.040825	    0.503536	    -38.5695	
    0.040850	    0.503472	    -38.5911	
    0.040875	    0.503407	    -38.6127	
    0.040900	    0.503343	    -38.6344	
    0.040925	    0.503278	    -38.6560	
    0.040950	    0.503214	    -38.6776	
    0.040975	    0.503149	    -38.6992	
    0.041000	    0.503085	    -38.7208	
    0.041025	    0.503020	    -38.7424	
    0.041050	    0.502955	    -38.7639	
    0.041075	    0.502890	    -38.7855	
    0.041100	    0.502826	    -38.8071	
    0.041125	    0.502761	    -38.8287	
    0.041150	    0.502696	    -38.8503	
    0.041175	    0.502631	    -38.8718	
    0.041200	    0.502566	    -38.8934	
    0.041225	    0.502501	    -38.9150	
    0.041250	    0.502436	    -38.9365	
    0.041275	    0.502371	    -38.9581	
    0.041300	    0.502306	    -38.9797	
    0.041325	    0.502240	    -39.0012	
    0.041350	    0.502175	    -39.0228	
    0.041375	    0.502110	    -39.0443	
    0.041400	    0.502045	    -39.0658	
    0.041425	    0.501979	    -39.0874	
    0.041450	    0.501914	    -39.1089	
    0.041475	    0.501848	    -39.1304	
    0.041500	    0.501783	    -39.1520	
    0.041525	    0.501717	    -39.1735	
    0.041550	    0.501652	    -39.1950	
    0.041575	    0.501586	    -39.2165	
    0.041600	    0.501521	    -39.2380	
    0.041625	    0.501455	    -39.2596	
    0.041650	    0.501389	    -39.2811	
    0.041675	    0.501323	    -39.3026	
    0.041700	    0.501258	    -39.3241	
    0.041725	    0.501192	    -39.3456	
    0.041750	    0.501126	    -39.3671	
    0.041775	    0.501060	    -39.3885	
    0.041800	    0.500994	    -39.4100	
    0.041825	    0.500928	    -39.4315	
    0.041850	    0.500862	    -39.4530	
    0.041875	    0.500796	    -39.4745	
    0.041900	    0.500729	    -39.4959	
    0.041925	    0.500663	    -39.5174	
    0.041950	    0.500597	    -39.5389	
    0.041975	    0.500531	    -39.5603	
    0.042000	    0.500464	    -39.5818	
    0.042025	    0.500398	    -39.6032	
    0.042050	    0.500331	    -39.6247	
    0.042075	    0.500265	    -39.6461	
    0.042100	    0.500198	    -39.6676	
    0.042125	    0.500132	    -39.6890	
    0.042150	    0.500065	    -39.7104	
    0.042175	    0.499999	    -39.7319	
    0.042200	    0.499932	    -39.7533	
    0.042225	    0.499865	    -39.7747	
    0.042250	    0.499798	    -39.7962	
    0.042275	    0.499731	    -39.8176	
    0.042300	    0.499665	    -39.8390	
    0.042325	    0.499598	    -39.8604	
    0.042350	    0.499531	    -39.8818	
    0.042375	    0.499464	    -39.9032	
    0.042400	    0.499397	    -39.9246	
    0.042425	    0.499330	    -39.9460	
    0.042450	    0.499262	    -39.9674	
    0.042475	    0.499195	    -39.9888	
    0.042500	    0.499128	    -40.0102	
    0.042525	    0.499061	    -40.0316	
    0.042550	    0.498994	    -40.0529	
    0.042575	    0.498926	    -40.0743	
    0.042600	    0.498859	    -40.0957	
    0.042625	    0.498791	    -40.1171	
    0.042650	    0.498724	    -40.1384	
    0.042675	    0.498656	    -40.1598	
    0.042700	    0.498589	    -40.1811	
    0.042725	    0.498521	    -40.2025	
    0.042750	    0.498454	    -40.2238	
    0.042775	    0.498386	    -40.2452	
    0.042800	    0.498318	    -40.2665	
    0.042825	    0.498250	    -40.2879	
    0.042850	    0.498183	    -40.3092	
    0.042875	    0.498115	    -40.3305	
    0.042900	    0.498047	    -40.3519	
    0.042925	    0.497979	    -40.3732	
    0.042950	    0.497911	    -40.3945	
    0.042975	    0.497843	    -40.4158	
    0.043000	    0.497775	    -40.4371	
    0.043025	    0.497707	    -40.4585	
    0.043050	    0.497638	    -40.4798	
    0.043075	    0.497570	    -40.5011	
    0.043100	    0.497502	    -40.5224	
    0.043125	    0.497434	    -40.5437	
    0.043150	    0.497365	    -40.5650	
    0.043175	    0.497297	    -40.5863	
    0.043200	    0.497228	    -40.6075	
    0.043225	    0.497160	    -40.6288	
    0.043250	    0.497091	    -40.6501	
    0.043275	    0.497023	    -40.6714	
    0.043300	    0.496954	    -40.6926	
    0.043325	    0.496886	    -40.7139	
    0.043350	    0.496817	    -40.7352	
    0.043375	    0.496748	    -40.7564	
    0.043400	    0.496679	    -40.7777	
    0.043425	    0.496611	    -40.7990	
    0.043450	    0.496542	    -40.8202	
    0.043475	    0.496473	    -40.8414	
    0.043500	    0.496404	    -40.8627	
    0.043525	    0.496335	    -40.8839	
    0.043550	    0.496266	    -40.9052	
    0.043575	    0.496197	    -40.9264	
    0.043600	    0.496128	    -40.9476	
    0.043625	    0.496058	    -40.9689	
    0.043650	    0.495989	    -40.9901	
    0.043675	    0.495920	    -41.0113	
    0.043700	    0.495851	    -41.0325	
    0.043725	    0.495781	    -41.0537	
    0.043750	    0.495712	    -41.0749	
    0.043775	    0.495642	    -41.0961	
    0.043800	    0.495573	    -41.1173	
    0.043825	    0.495503	    -41.1385	
    0.043850	    0.495434	    -41.1597	
    0.043875	    0.495364	    -41.1809	
    0.043900	    0.495295	    -41.2021	
    0.043925	    0.495225	    -41.2233	
    0.043950	    0.495155	    -41.2444	
    0.043975	    0.495085	    -41.2656	
    0.044000	    0.495016	    -41.2868	
    0.044025	    0.494946	    -41.3080	
    0.044050	    0.494876	    -41.3291	
    0.044075	    0.494806	    -41.3503	
    0.044100	    0.494736	    -41.3714	
    0.044125	    0.494666	    -41.3926	
    0.044150	    0.494596	    -41.4137	
    0.044175	    0.494526	    -41.4349	
    0.044200	    0.494455	    -41.4560	
    0.044225	    0.494385	    -41.4772	
    0.044250	    0.494315	    -41.4983	
    0.044275	    0.494245	    -41.5194	
    0.044300	    0.494174	    -41.5405	
    0.044325	    0.494104	    -41.5617	
    0.044350	    0.494033	    -41.5828	
    0.044375	    0.493963	    -41.6039	
    0.044400	    0.493892	    -41.6250	
    0.044425	    0.493822	    -41.6461	
    0.044450	    0.493751	    -41.6672	
    0.044475	    0.493681	    -41.6883	
    0.044500	    0.493610	    -41.7094	
    0.044525	    0.493539	    -41.7305	
    0.044550	    0.493468	    -41.7516	
    0.044575	    0.493397	    -41.7727	
    0.044600	    0.493327	    -41.7938	
    0.044625	    0.493256	    -41.8149	
    0.044650	    0.493185	    -41.8359	
    0.044675	    0.493114	    -41.8570	
    0.044700	    0.493043	    -41.8781	
    0.044725	    0.492972	    -41.8991	
    0.044750	    0.492900	    -41.9202	
    0.044775	    0.492829	    -41.9413	
    0.044800	    0.492758	    -41.9623	
    0.044825	    0.492687	    -41.9834	
    0.044850	    0.492615	    -42.0044	
    0.044875	    0.492544	    -42.0255	
    0.044900	    0.492473	    -42.0465	
    0.044925	    0.492401	    -42.0675	
